# Spacecraft Trajectory — earth-escape (Earth-Moon-Sun)
time_h,x_km,y_km,vx_kmh,vy_kmh,speed_kmh,dist_Earth_km,dist_Moon_km,dist_Sun_km,bx_Earth_km,by_Earth_km,bx_Moon_km,by_Moon_km,bx_Sun_km,by_Sun_km
162.050000,3984381.078,-1116681.332,7549.6832,24070.2021,25226.4216,4137906.448,3773209.440,151313797.190,0.000,0.000,380198.469,0.000,-20866367.948,148142507.641
163.050000,3997576.704,-1162343.968,7551.5505,24067.8024,25224.6908,4163131.394,3799613.005,151327415.758,0.000,0.000,380116.892,0.000,-19540149.602,148323314.877
164.050000,4010252.440,-1208383.064,7553.4393,24065.3987,25222.9629,4188354.601,3826051.785,151341070.742,0.000,0.000,380034.453,-0.000,-18211777.203,148492321.984
165.050000,4022401.908,-1254793.289,7555.3494,24062.9910,25221.2379,4213576.071,3852525.623,151354762.125,0.000,-0.000,379951.156,0.000,-16881346.279,148649500.610
166.050000,4034018.771,-1301569.227,7557.2809,24060.5794,25219.5158,4238795.807,3879034.361,151368489.892,0.000,-0.000,379867.006,0.000,-15548952.737,148794822.998
167.050000,4045096.737,-1348705.371,7559.2339,24058.1638,25217.7966,4264013.812,3905577.836,151382254.027,0.000,-0.000,379782.009,0.000,-14214692.863,148928261.986
168.050000,4055629.559,-1396196.129,7561.2084,24055.7444,25216.0804,4289230.088,3932155.887,151396054.513,0.000,-0.000,379696.169,0.000,-12878663.326,149049791.012
169.050000,4065611.036,-1444035.819,7563.2044,24053.3211,25214.3673,4314444.639,3958768.347,151409891.336,0.000,-0.000,379609.493,-0.000,-11540961.175,149159384.123
170.050000,4075035.013,-1492218.673,7565.2220,24050.8940,25212.6572,4339657.466,3985415.047,151423764.478,0.000,-0.000,379521.986,0.000,-10201683.850,149257015.976
171.050000,4083895.384,-1540738.836,7567.2611,24048.4630,25210.9503,4364868.573,4012095.818,151437673.924,0.000,-0.000,379433.656,0.000,-8860929.176,149342661.844
172.050000,4092186.091,-1589590.363,7569.3218,24046.0283,25209.2465,4390077.963,4038810.486,151451619.658,0.000,-0.000,379344.508,0.000,-7518795.367,149416297.624
173.050000,4099901.128,-1638767.223,7571.4041,24043.5898,25207.5459,4415285.639,4065558.876,151465601.662,0.000,-0.000,379254.550,0.000,-6175381.029,149477899.837
174.050000,4107034.540,-1688263.299,7573.5081,24041.1476,25205.8486,4440491.603,4092340.810,151479619.921,0.000,-0.000,379163.789,0.000,-4830785.163,149527445.642
175.050000,4113580.423,-1738072.385,7575.6338,24038.7017,25204.1545,4465695.859,4119156.108,151493674.419,0.000,-0.000,379072.232,0.000,-3485107.162,149564912.833
176.050000,4119532.927,-1788188.188,7577.7812,24036.2521,25202.4639,4490898.410,4146004.587,151507765.139,0.000,-0.000,378979.887,0.000,-2138446.819,149590279.854
177.050000,4124886.257,-1838604.329,7579.9503,24033.7990,25200.7766,4516099.259,4172886.063,151521892.064,0.000,-0.000,378886.763,0.000,-790904.322,149603525.799
178.050000,4129634.676,-1889314.341,7582.1413,24031.3422,25199.0927,4541298.408,4199800.347,151536055.178,0.000,-0.000,378792.866,0.000,557419.738,149604630.421
179.050000,4133772.499,-1940311.671,7584.3540,24028.8819,25197.4124,4566495.862,4226747.251,151550254.466,0.000,-0.000,378698.207,0.000,1906424.372,149593574.139
180.050000,4137294.105,-1991589.681,7586.5885,24026.4181,25195.7356,4591691.624,4253726.582,151564489.909,0.000,-0.000,378602.793,0.000,3256008.185,149570338.047
181.050000,4140193.927,-2043141.643,7588.8449,24023.9509,25194.0625,4616885.696,4280738.144,151578761.491,0.000,-0.000,378506.635,0.000,4606069.381,149534903.916
182.050000,4142466.463,-2094960.746,7591.1232,24021.4802,25192.3930,4642078.082,4307781.741,151593069.197,0.000,-0.000,378409.741,0.000,5956505.758,149487254.207
183.050000,4144106.269,-2147040.091,7593.4234,24019.0062,25190.7272,4667268.786,4334857.173,151607413.008,0.000,-0.000,378312.122,0.000,7307214.707,149427372.077
184.050000,4145107.967,-2199372.694,7595.7456,24016.5288,25189.0652,4692457.811,4361964.239,151621792.908,0.000,-0.000,378213.786,0.000,8658093.213,149355241.386
185.050000,4145466.242,-2251951.487,7598.0897,24014.0482,25187.4071,4717645.161,4389102.733,151636208.881,0.000,-0.000,378114.745,0.000,10009037.853,149270846.705
186.050000,4145175.844,-2304769.313,7600.4559,24011.5643,25185.7529,4742830.839,4416272.448,151650660.909,0.000,-0.000,378015.010,0.000,11359944.796,149174173.326
187.050000,4144231.590,-2357818.934,7602.8440,24009.0772,25184.1026,4768014.848,4443473.176,151665148.976,0.000,-0.000,377914.590,0.000,12710709.802,149065207.271
188.050000,4142628.365,-2411093.024,7605.2542,24006.5870,25182.4564,4793197.194,4470704.705,151679673.065,0.000,-0.000,377813.497,0.000,14061228.222,148943935.297
189.050000,4140361.123,-2464584.173,7607.6865,24004.0937,25180.8143,4818377.878,4497966.819,151694233.158,0.000,-0.000,377711.743,0.000,15411394.996,148810344.909
190.050000,4137424.889,-2518284.890,7610.1409,24001.5974,25179.1763,4843556.906,4525259.304,151708829.239,0.000,-0.000,377609.338,0.000,16761104.657,148664424.367
191.050000,4133814.760,-2572187.595,7612.6174,23999.0980,25177.5426,4868734.281,4552581.938,151723461.290,0.000,-0.000,377506.296,0.000,18110251.326,148506162.696
192.050000,4129525.905,-2626284.628,7615.1161,23996.5958,25175.9131,4893910.006,4579934.501,151738129.295,0.000,-0.000,377402.628,0.000,19458728.717,148335549.697
193.050000,4124553.568,-2680568.245,7617.6369,23994.0906,25174.2880,4919084.087,4607316.769,151752833.236,0.000,-0.000,377298.346,0.000,20806430.134,148152575.955
194.050000,4118893.070,-2735030.618,7620.1800,23991.5827,25172.6674,4944256.527,4634728.516,151767573.095,0.000,-0.000,377193.465,0.000,22153248.476,147957232.847
195.050000,4112539.806,-2789663.838,7622.7453,23989.0719,25171.0512,4969427.329,4662169.512,151782348.857,0.000,-0.000,377087.995,-0.000,23499076.230,147749512.558
196.050000,4105489.252,-2844459.912,7625.3328,23986.5585,25169.4396,4994596.500,4689639.526,151797160.503,0.000,-0.000,376981.951,-0.000,24843805.482,147529408.086
197.050000,4097736.964,-2899410.768,7627.9426,23984.0424,25167.8326,5019764.041,4717138.325,151812008.016,0.000,-0.000,376875.347,0.000,26187327.910,147296913.254
198.050000,4089278.578,-2954508.251,7630.5748,23981.5237,25166.2303,5044929.959,4744665.672,151826891.379,0.000,-0.000,376768.196,0.000,27529534.792,147052022.722
199.050000,4080109.813,-3009744.125,7633.2292,23979.0024,25164.6328,5070094.257,4772221.330,151841810.574,0.000,-0.000,376660.512,0.000,28870317.001,146794731.997
200.050000,4070226.471,-3065110.074,7635.9060,23976.4787,25163.0402,5095256.940,4799805.056,151856765.584,0.000,-0.000,376552.309,-0.000,30209565.014,146525037.443
201.050000,4059624.440,-3120597.704,7638.6052,23973.9525,25161.4525,5120418.013,4827416.609,151871756.392,0.000,-0.000,376443.603,0.000,31547168.909,146242936.295
202.050000,4048299.697,-3176198.539,7641.3268,23971.4240,25159.8697,5145577.479,4855055.741,151886782.978,0.000,-0.000,376334.407,0.000,32883018.371,145948426.666
203.050000,4036248.302,-3231904.027,7644.0708,23968.8932,25158.2921,5170735.344,4882722.205,151901845.328,0.000,-0.000,376224.738,0.000,34217002.691,145641507.563
204.050000,4023466.411,-3287705.536,7646.8372,23966.3601,25156.7195,5195891.613,4910415.752,151916943.421,0.000,-0.000,376114.610,0.000,35549010.772,145322178.897
205.050000,4009950.265,-3343594.357,7649.6261,23963.8249,25155.1522,5221046.289,4938136.126,151932077.242,0.000,-0.000,376004.039,0.000,36878931.134,144990441.493
206.050000,3995696.201,-3399561.706,7652.4375,23961.2875,25153.5902,5246199.379,4965883.075,151947246.771,0.000,-0.000,375893.040,0.000,38206651.910,144646297.104
207.050000,3980700.650,-3455598.719,7655.2714,23958.7481,25152.0336,5271350.887,4993656.340,151962451.992,0.000,-0.000,375781.631,0.000,39532060.859,144289748.425
208.050000,3964960.136,-3511696.460,7658.1278,23956.2067,25150.4824,5296500.818,5021455.661,151977692.886,0.000,-0.000,375669.827,0.000,40855045.365,143920799.099
209.050000,3948471.283,-3567845.917,7661.0068,23953.6634,25148.9367,5321649.177,5049280.776,151992969.436,0.000,-0.000,375557.644,0.000,42175492.441,143539453.737
210.050000,3931230.809,-3624038.004,7663.9083,23951.1182,25147.3966,5346795.969,5077131.421,152008281.624,0.000,-0.000,375445.101,0.000,43493288.736,143145717.923
211.050000,3913235.537,-3680263.562,7666.8324,23948.5713,25145.8622,5371941.200,5105007.328,152023629.432,0.000,-0.000,375332.212,0.000,44808320.540,142739598.234
212.050000,3894482.387,-3736513.359,7669.7791,23946.0226,25144.3336,5397084.875,5132908.230,152039012.842,0.000,-0.000,375218.997,0.000,46120473.788,142321102.246
213.050000,3874968.384,-3792778.092,7672.7484,23943.4723,25142.8108,5422226.999,5160833.853,152054431.836,0.000,-0.000,375105.472,0.000,47429634.065,141890238.551
214.050000,3854690.655,-3849048.387,7675.7403,23940.9204,25141.2939,5447367.578,5188783.925,152069886.395,0.000,-0.000,374991.655,0.000,48735686.615,141447016.770
215.050000,3833646.437,-3905314.799,7678.7549,23938.3669,25139.7830,5472506.618,5216758.169,152085376.503,0.000,-0.000,374877.563,0.000,50038516.346,140991447.562
216.050000,3811833.069,-3961567.816,7681.7922,23935.8120,25138.2781,5497644.123,5244756.308,152100902.140,0.000,-0.000,374763.216,0.000,51338007.834,140523542.642
217.050000,3789248.001,-4017797.857,7684.8522,23933.2557,25136.7795,5522780.100,5272778.060,152116463.289,0.000,-0.000,374648.631,0.000,52634045.334,140043314.790
218.050000,3765888.795,-4073995.273,7687.9348,23930.6982,25135.2871,5547914.554,5300823.144,152132059.932,0.000,-0.000,374533.827,0.000,53926512.787,139550777.868
219.050000,3741753.122,-4130150.351,7691.0402,23928.1393,25133.8010,5573047.492,5328891.273,152147692.049,0.000,-0.000,374418.823,0.000,55215293.824,139045946.827
220.050000,3716838.766,-4186253.312,7694.1683,23925.5793,25132.3212,5598178.919,5356982.162,152163359.624,0.000,-0.000,374303.637,0.000,56500271.779,138528837.730
221.050000,3691143.629,-4242294.313,7697.3191,23923.0182,25130.8480,5623308.841,5385095.520,152179062.637,0.000,-0.000,374188.289,0.000,57781329.693,137999467.756
222.050000,3664665.725,-4298263.447,7700.4927,23920.4561,25129.3814,5648437.265,5413231.056,152194801.070,0.000,-0.000,374072.799,0.000,59058350.328,137457855.218
223.050000,3637403.188,-4354150.747,7703.6891,23917.8930,25127.9214,5673564.196,5441388.476,152210574.905,0.000,-0.000,373957.184,0.000,60331216.171,136904019.574
224.050000,3609354.271,-4409946.186,7706.9083,23915.3290,25126.4681,5698689.640,5469567.485,152226384.124,0.000,-0.000,373841.466,0.000,61599809.446,136337981.444
225.050000,3580517.347,-4465639.675,7710.1502,23912.7643,25125.0216,5723813.605,5497767.784,152242228.708,0.000,-0.000,373725.664,0.000,62864012.127,135759762.619
226.050000,3550890.912,-4521221.070,7713.4150,23910.1987,25123.5820,5748936.096,5525989.073,152258108.638,0.000,-0.000,373609.799,0.000,64123705.942,135169386.078
227.050000,3520473.585,-4576680.168,7716.7026,23907.6325,25122.1494,5774057.120,5554231.051,152274023.896,0.000,-0.000,373493.889,0.000,65378772.390,134566875.998
228.050000,3489264.109,-4632006.712,7720.0130,23905.0658,25120.7239,5799176.683,5582493.412,152289974.464,0.000,-0.000,373377.957,-0.000,66629092.747,133952257.770
229.050000,3457261.355,-4687190.390,7723.3462,23902.4985,25119.3055,5824294.793,5610775.850,152305960.323,0.000,-0.000,373262.022,0.000,67874548.083,133325558.009
230.050000,3424464.323,-4742220.837,7726.7024,23899.9307,25117.8944,5849411.455,5639078.057,152321981.454,0.000,-0.000,373146.105,0.000,69115019.269,132686804.572
231.050000,3390872.138,-4797087.639,7730.0813,23897.3626,25116.4905,5874526.677,5667399.723,152338037.839,0.000,-0.000,373030.227,0.000,70350386.993,132036026.566
232.050000,3356484.062,-4851780.329,7733.4832,23894.7942,25115.0941,5899640.465,5695740.534,152354129.458,0.000,-0.000,372914.408,0.000,71580531.772,131373254.364
233.050000,3321299.483,-4906288.393,7736.9079,23892.2256,25113.7052,5924752.826,5724100.177,152370256.294,0.000,-0.000,372798.671,0.000,72805333.963,130698519.617
234.050000,3285317.929,-4960601.271,7740.3555,23889.6568,25112.3238,5949863.769,5752478.334,152386418.327,0.000,-0.000,372683.036,0.000,74024673.781,130011855.267
235.050000,3248539.057,-5014708.357,7743.8259,23887.0880,25110.9500,5974973.298,5780874.688,152402615.538,0.000,-0.000,372567.525,0.000,75238431.308,129313295.561
236.050000,3210962.665,-5068599.001,7747.3193,23884.5191,25109.5840,6000081.422,5809288.918,152418847.909,0.000,-0.000,372452.159,-0.000,76446486.512,128602876.059
237.050000,3172588.687,-5122262.513,7750.8356,23881.9504,25108.2259,6025188.149,5837720.701,152435115.421,0.000,-0.000,372336.960,0.000,77648719.261,127880633.652
238.050000,3133417.197,-5175688.159,7754.3748,23879.3818,25106.8756,6050293.484,5866169.714,152451418.055,0.000,-0.000,372221.949,0.000,78845009.335,127146606.572
239.050000,3093448.407,-5228865.170,7757.9369,23876.8134,25105.5334,6075397.437,5894635.630,152467755.792,0.000,-0.000,372107.149,0.000,80035236.447,126400834.403
240.050000,3052682.676,-5281782.738,7761.5219,23874.2454,25104.1992,6100500.013,5923118.121,152484128.613,0.000,-0.000,371992.582,-0.000,81219280.256,125643358.093
241.050000,3011120.500,-5334430.022,7765.1299,23871.6777,25102.8731,6125601.222,5951616.858,152500536.499,0.000,-0.000,371878.269,0.000,82397020.382,124874219.969
242.050000,2968762.525,-5386796.146,7768.7607,23869.1106,25101.5554,6150701.070,5980131.508,152516979.431,0.000,-0.000,371764.232,0.000,83568336.428,124093463.744
243.050000,2925609.540,-5438870.203,7772.4145,23866.5439,25100.2459,6175799.565,6008661.739,152533457.389,0.000,-0.000,371650.494,0.000,84733107.995,123301134.533
244.050000,2881662.481,-5490641.258,7776.0913,23863.9779,25098.9449,6200896.716,6037207.215,152549970.355,0.000,-0.000,371537.078,0.000,85891214.698,122497278.859
245.050000,2836922.432,-5542098.347,7779.7909,23861.4126,25097.6524,6225992.529,6065767.600,152566518.310,0.000,-0.000,371424.005,0.000,87042536.187,121681944.669
246.050000,2791390.628,-5593230.481,7783.5135,23858.8480,25096.3685,6251087.013,6094342.555,152583101.234,0.000,-0.000,371311.298,0.000,88186952.166,120855181.339
247.050000,2745068.454,-5644026.648,7787.2590,23856.2843,25095.0932,6276180.177,6122931.739,152599719.108,0.000,-0.000,371198.980,-0.000,89324342.409,120017039.691
248.050000,2697957.445,-5694475.814,7791.0274,23853.7215,25093.8267,6301272.028,6151534.810,152616371.913,0.000,-0.000,371087.073,0.000,90454586.783,119167571.996
249.050000,2650059.292,-5744566.926,7794.8188,23851.1598,25092.5691,6326362.574,6180151.426,152633059.630,0.000,-0.000,370975.599,0.000,91577565.267,118306831.991
250.050000,2601375.838,-5794288.914,7798.6330,23848.5991,25091.3203,6351451.824,6208781.240,152649782.239,0.000,-0.000,370864.582,0.000,92693157.970,117434874.881
251.050000,2551909.081,-5843630.694,7802.4703,23846.0396,25090.0806,6376539.786,6237423.906,152666539.720,0.000,-0.000,370754.044,0.000,93801245.157,116551757.356
252.050000,2501661.175,-5892581.167,7806.3304,23843.4813,25088.8500,6401626.469,6266079.076,152683332.055,0.000,-0.000,370644.008,0.000,94901707.264,115657537.591
253.050000,2450634.432,-5941129.226,7810.2134,23840.9243,25087.6286,6426711.881,6294746.399,152700159.225,0.000,-0.000,370534.496,0.000,95994424.925,114752275.263
254.050000,2398831.321,-5989263.754,7814.1194,23838.3688,25086.4164,6451796.031,6323425.524,152717021.208,0.000,-0.000,370425.531,0.000,97079278.991,113836031.554
255.050000,2346254.471,-6036973.629,7818.0482,23835.8147,25085.2136,6476878.927,6352116.099,152733917.987,0.000,-0.000,370317.137,0.000,98156150.551,112908869.160
256.050000,2292906.670,-6084247.724,7822.0000,23833.2622,25084.0202,6501960.578,6380817.770,152750849.542,0.000,-0.000,370209.335,0.000,99224920.960,111970852.299
257.050000,2238790.867,-6131074.914,7825.9746,23830.7113,25082.8363,6527040.994,6409530.179,152767815.852,0.000,-0.000,370102.149,0.000,100285471.856,111022046.715
258.050000,2183910.172,-6177444.071,7829.9722,23828.1621,25081.6621,6552120.183,6438252.972,152784816.899,0.000,-0.000,369995.601,0.000,101337685.188,110062519.690
259.050000,2128267.859,-6223344.075,7833.9926,23825.6146,25080.4975,6577198.154,6466985.788,152801852.663,0.000,-0.000,369889.714,0.000,102381443.236,109092340.045
260.050000,2071867.364,-6268763.809,7838.0359,23823.0691,25079.3427,6602274.916,6495728.268,152818923.124,0.000,-0.000,369784.511,0.000,103416628.641,108111578.149
261.050000,2014712.286,-6313692.167,7842.1021,23820.5255,25078.1977,6627350.479,6524480.052,152836028.263,0.000,-0.000,369680.014,0.000,104443124.422,107120305.922
262.050000,1956806.389,-6358118.051,7846.1911,23817.9839,25077.0626,6652424.851,6553240.777,152853168.059,0.000,-0.000,369576.246,0.000,105460814.005,106118596.841
263.050000,1898153.602,-6402030.382,7850.3029,23815.4444,25075.9376,6677498.042,6582010.080,152870342.493,0.000,-0.000,369473.230,0.000,106469581.250,105106525.944
264.050000,1838758.021,-6445418.092,7854.4376,23812.9071,25074.8227,6702570.062,6610787.595,152887551.546,0.000,-0.000,369370.988,0.000,107469310.471,104084169.832
265.050000,1778623.905,-6488270.135,7858.5952,23810.3720,25073.7180,6727640.919,6639572.958,152904795.197,0.000,-0.000,369269.542,0.000,108459886.468,103051606.678
266.050000,1717755.684,-6530575.487,7862.7755,23807.8392,25072.6235,6752710.624,6668365.801,152922073.426,0.000,-0.000,369168.916,0.000,109441194.547,102008916.223
267.050000,1656157.950,-6572323.146,7866.9786,23805.3089,25071.5393,6777779.186,6697165.756,152939386.215,0.000,-0.000,369069.131,0.000,110413120.551,100956179.780
268.050000,1593835.467,-6613502.141,7871.2045,23802.7810,25070.4656,6802846.615,6725972.455,152956733.542,0.000,-0.000,368970.209,0.000,111375550.883,99893480.241
269.050000,1530793.164,-6654101.527,7875.4532,23800.2557,25069.4024,6827912.920,6754785.528,152974115.388,0.000,-0.000,368872.174,0.000,112328372.537,98820902.069
270.050000,1467036.139,-6694110.395,7879.7247,23797.7330,25068.3497,6852978.112,6783604.602,152991531.732,0.000,-0.000,368775.046,0.000,113271473.121,97738531.308
271.050000,1402569.658,-6733517.867,7884.0189,23795.2131,25067.3078,6878042.201,6812429.308,153008982.556,0.000,-0.000,368678.848,0.000,114204740.885,96646455.577
272.050000,1337399.155,-6772313.108,7888.3358,23792.6959,25066.2765,6903105.195,6841259.271,153026467.839,0.000,-0.000,368583.601,0.000,115128064.752,95544764.069
273.050000,1271530.234,-6810485.322,7892.6755,23790.1816,25065.2561,6928167.106,6870094.118,153043987.560,0.000,-0.000,368489.328,0.000,116041334.341,94433547.557
274.050000,1204968.666,-6848023.756,7897.0378,23787.6702,25064.2466,6953227.944,6898933.475,153061541.700,0.000,-0.000,368396.050,0.000,116944439.998,93312898.382
275.050000,1137720.392,-6884917.704,7901.4228,23785.1618,25063.2481,6978287.719,6927776.967,153079130.239,0.000,-0.000,368303.788,0.000,117837272.823,92182910.460
276.050000,1069791.521,-6921156.513,7905.8305,23782.6565,25062.2606,7003346.441,6956624.218,153096753.157,0.000,-0.000,368212.564,0.000,118719724.697,91043679.274
277.050000,1001188.330,-6956729.577,7910.2609,23780.1543,25061.2842,7028404.120,6985474.850,153114410.432,0.000,-0.000,368122.399,0.000,119591688.314,89895301.870
278.050000,931917.265,-6991626.350,7914.7138,23777.6554,25060.3191,7053460.768,7014328.487,153132102.046,0.000,-0.000,368033.314,0.000,120453057.205,88737876.858
279.050000,861984.940,-7025836.342,7919.1894,23775.1598,25059.3652,7078516.394,7043184.751,153149827.977,0.000,-0.000,367945.330,0.000,121303725.770,87571504.399
280.050000,791398.137,-7059349.125,7923.6875,23772.6676,25058.4227,7103571.009,7072043.264,153167588.206,0.000,-0.000,367858.468,0.000,122143589.306,86396286.207
281.050000,720163.806,-7092154.336,7928.2083,23770.1789,25057.4917,7128624.625,7100903.646,153185382.713,0.000,-0.000,367772.748,-0.000,122972544.034,85212325.541
282.050000,648289.062,-7124241.678,7932.7515,23767.6936,25056.5721,7153677.250,7129765.518,153203211.476,0.000,-0.000,367688.190,0.000,123790487.129,84019727.194
283.050000,575781.190,-7155600.925,7937.3173,23765.2120,25055.6642,7178728.897,7158628.500,153221074.476,0.000,-0.000,367604.815,0.000,124597316.750,82818597.491
284.050000,502647.637,-7186221.924,7941.9056,23762.7340,25054.7679,7203779.577,7187492.213,153238971.691,0.000,-0.000,367522.642,0.000,125392932.068,81609044.277
285.050000,428896.020,-7216094.598,7946.5164,23760.2598,25053.8833,7228829.299,7216356.274,153256903.103,0.000,-0.000,367441.692,0.000,126177233.294,80391176.913
286.050000,354534.117,-7245208.948,7951.1496,23757.7894,25053.0106,7253878.076,7245220.304,153274868.690,0.000,-0.000,367361.984,0.000,126950121.709,79165106.258
287.050000,279569.872,-7273555.060,7955.8053,23755.3229,25052.1497,7278925.918,7274083.922,153292868.432,0.000,-0.000,367283.538,0.000,127711499.693,77930944.670
288.050000,204011.393,-7301123.102,7960.4834,23752.8604,25051.3008,7303972.837,7302946.745,153310902.308,0.000,-0.000,367206.371,0.000,128461270.753,76688805.984
289.050000,127866.950,-7327903.332,7965.1838,23750.4018,25050.4639,7329018.843,7331808.392,153328970.298,0.000,-0.000,367130.504,0.000,129199339.554,75438805.510
290.050000,51144.974,-7353886.099,7969.9067,23747.9474,25049.6391,7354063.948,7360668.482,153347072.382,0.000,-0.000,367055.955,0.000,129925611.942,74181060.015
291.050000,-26145.943,-7379061.843,7974.6518,23745.4972,25048.8265,7379108.164,7389526.632,153365208.537,0.000,-0.000,366982.742,0.000,130639994.981,72915687.709
292.050000,-103997.050,-7403421.106,7979.4193,23743.0511,25048.0261,7404151.501,7418382.462,153383378.745,0.000,-0.000,366910.884,0.000,131342396.975,71642808.237
293.050000,-182399.434,-7426954.525,7984.2090,23740.6094,25047.2380,7429193.972,7447235.589,153401582.985,0.000,-0.000,366840.399,0.000,132032727.498,70362542.661
294.050000,-261344.030,-7449652.843,7989.0210,23738.1721,25046.4622,7454235.587,7476085.631,153419821.235,0.000,-0.000,366771.303,-0.000,132710897.423,69075013.445
295.050000,-340821.613,-7471506.908,7993.8552,23735.7392,25045.6990,7479276.359,7504932.207,153438093.475,0.000,-0.000,366703.615,0.000,133376818.951,67780344.439
296.050000,-420822.805,-7492507.676,7998.7117,23733.3108,25044.9482,7504316.298,7533774.935,153456399.684,0.000,-0.000,366637.351,0.000,134030405.634,66478660.865
297.050000,-501338.072,-7512646.215,8003.5902,23730.8870,25044.2100,7529355.418,7562613.434,153474739.842,0.000,-0.000,366572.529,0.000,134671572.409,65170089.297
298.050000,-582357.732,-7531913.707,8008.4910,23728.4678,25043.4845,7554393.729,7591447.324,153493113.927,0.000,-0.000,366509.165,0.000,135300235.622,63854757.645
299.050000,-663871.948,-7550301.451,8013.4138,23726.0534,25042.7716,7579431.243,7620276.223,153511521.920,0.000,-0.000,366447.274,0.000,135916313.053,62532795.134
300.050000,-745870.738,-7567800.869,8018.3587,23723.6437,25042.0715,7604467.973,7649099.750,153529963.798,0.000,-0.000,366386.874,0.000,136519723.948,61204332.290
301.050000,-828343.971,-7584403.502,8023.3257,23721.2388,25041.3843,7629503.930,7677917.527,153548439.542,0.000,-0.000,366327.980,0.000,137110389.040,59869500.915
302.050000,-911281.369,-7600101.019,8028.3147,23718.8389,25040.7100,7654539.126,7706729.173,153566949.129,0.000,-0.000,366270.606,0.000,137688230.579,58528434.067
303.050000,-994672.511,-7614885.218,8033.3256,23716.4439,25040.0486,7679573.574,7735534.310,153585492.541,0.000,-0.000,366214.768,0.000,138253172.359,57181266.043
304.050000,-1078506.835,-7628748.025,8038.3586,23714.0540,25039.4002,7704607.286,7764332.559,153604069.754,0.000,-0.000,366160.481,-0.000,138805139.736,55828132.351
305.050000,-1162773.638,-7641681.505,8043.4134,23711.6691,25038.7650,7729640.273,7793123.542,153622680.749,0.000,-0.000,366107.759,0.000,139344059.663,54469169.693
306.050000,-1247462.078,-7653677.854,8048.4902,23709.2894,25038.1429,7754672.548,7821906.882,153641325.505,0.000,-0.000,366056.616,0.000,139869860.707,53104515.940
307.050000,-1332561.177,-7664729.413,8053.5888,23706.9149,25037.5340,7779704.124,7850682.202,153660003.999,0.000,-0.000,366007.066,0.000,140382473.077,51734310.104
308.050000,-1418059.824,-7674828.659,8058.7092,23704.5457,25036.9384,7804735.013,7879449.127,153678716.213,0.000,-0.000,365959.121,0.000,140881828.649,50358692.320
309.050000,-1503946.775,-7683968.219,8063.8514,23702.1819,25036.3561,7829765.226,7908207.282,153697462.123,0.000,-0.000,365912.795,0.000,141367860.984,48977803.819
310.050000,-1590210.656,-7692140.864,8069.0154,23699.8234,25035.7871,7854794.778,7936956.292,153716241.709,0.000,-0.000,365868.101,0.000,141840505.358,47591786.900
311.050000,-1676839.965,-7699339.514,8074.2011,23697.4704,25035.2317,7879823.679,7965695.784,153735054.951,0.000,-0.000,365825.051,0.000,142299698.778,46200784.904
312.050000,-1763823.075,-7705557.242,8079.4085,23695.1228,25034.6897,7904851.944,7994425.385,153753901.826,0.000,-0.000,365783.656,0.000,142745380.009,44804942.190
313.050000,-1851148.238,-7710787.276,8084.6376,23692.7809,25034.1613,7929879.584,8023144.726,153772782.313,0.000,-0.000,365743.928,0.000,143177489.591,43404404.106
314.050000,-1938803.581,-7715022.999,8089.8882,23690.4446,25033.6465,7954906.612,8051853.434,153791696.392,0.000,-0.000,365705.879,0.000,143595969.864,41999316.961
315.050000,-2026777.117,-7718257.955,8095.1605,23688.1140,25033.1454,7979933.041,8080551.142,153810644.042,0.000,-0.000,365669.518,0.000,144000764.985,40589827.994
316.050000,-2115056.742,-7720485.847,8100.4543,23685.7891,25032.6580,8004958.884,8109237.481,153829625.240,0.000,-0.000,365634.857,0.000,144391820.951,39176085.350
317.050000,-2203630.238,-7721700.543,8105.7696,23683.4700,25032.1844,8029984.153,8137912.084,153848639.965,0.000,-0.000,365601.906,0.000,144769085.614,37758238.046
318.050000,-2292485.279,-7721896.076,8111.1064,23681.1568,25031.7246,8055008.862,8166574.585,153867688.197,0.000,-0.000,365570.673,0.000,145132508.703,36336435.943
319.050000,-2381609.429,-7721066.648,8116.4647,23678.8495,25031.2787,8080033.023,8195224.621,153886769.913,0.000,-0.000,365541.169,0.000,145482041.841,34910829.715
320.050000,-2470990.149,-7719206.629,8121.8443,23676.5481,25030.8467,8105056.650,8223861.828,153905885.094,-0.000,0.000,365513.401,0.000,145817638.560,33481570.816
321.050000,-2560614.796,-7716310.562,8127.2453,23674.2528,25030.4287,8130079.755,8252485.846,153925033.716,-0.000,0.000,365487.379,0.000,146139254.321,32048811.453
322.050000,-2650470.628,-7712373.164,8132.6677,23671.9635,25030.0247,8155102.352,8281096.312,153944215.758,-0.000,0.000,365463.110,0.000,146446846.530,30612704.550
323.050000,-2740544.809,-7707389.326,8138.1113,23669.6803,25029.6349,8180124.453,8309692.870,153963431.200,-0.000,0.000,365440.602,0.000,146740374.547,29173403.715
324.050000,-2830824.406,-7701354.118,8143.5762,23667.4033,25029.2591,8205146.073,8338275.162,153982680.020,-0.000,0.000,365419.862,0.000,147019799.711,27731063.213
325.050000,-2921296.398,-7694262.789,8149.0623,23665.1325,25028.8976,8230167.223,8366842.832,154001962.196,-0.000,0.000,365400.897,0.000,147285085.343,26285837.924
