# Spacecraft Trajectory — earth-escape (Earth-Moon-Sun)
time_h,x_km,y_km,vx_kmh,vy_kmh,speed_kmh,dist_Earth_km,dist_Moon_km,dist_Sun_km,bx_Earth_km,by_Earth_km,bx_Moon_km,by_Moon_km,bx_Sun_km,by_Sun_km
326.050000,-3011947.675,-7686110.769,8154.5696,23662.8680,25028.5503,8255187.917,8395395.528,154021277.706,-0.000,0.000,365383.714,-0.000,147536196.767,24837883.317
327.050000,-3102765.044,-7676893.670,8160.0980,23660.6098,25028.2172,8280208.170,8423932.895,154040626.530,-0.000,0.000,365368.317,0.000,147773101.319,23387355.414
328.050000,-3193735.228,-7666607.288,8165.6476,23658.3580,25027.8985,8305227.993,8452454.585,154060008.645,-0.000,0.000,365354.713,-0.000,147995768.359,21934410.753
329.050000,-3284844.874,-7655247.606,8171.2182,23656.1126,25027.5941,8330247.401,8480960.249,154079424.030,-0.000,0.000,365342.906,0.000,148204169.282,20479206.355
330.050000,-3376080.552,-7642810.793,8176.8098,23653.8736,25027.3042,8355266.406,8509449.539,154098872.664,-0.000,0.000,365332.902,0.000,148398277.529,19021899.692
331.050000,-3467428.763,-7629293.207,8182.4225,23651.6411,25027.0287,8380285.023,8537922.111,154118354.524,-0.000,0.000,365324.704,0.000,148578068.595,17562648.648
332.050000,-3558875.935,-7614691.395,8188.0561,23649.4152,25026.7677,8405303.264,8566377.622,154137869.589,-0.000,0.000,365318.316,0.000,148743520.037,16101611.485
333.050000,-3650408.434,-7599002.096,8193.7106,23647.1959,25026.5213,8430321.144,8594815.731,154157417.837,-0.000,0.000,365313.742,0.000,148894611.487,14638946.808
334.050000,-3742012.562,-7582222.241,8199.3859,23644.9832,25026.2894,8455338.676,8623236.100,154176999.246,-0.000,0.000,365310.985,-0.000,149031324.649,13174813.527
335.050000,-3833674.562,-7564348.954,8205.0821,23642.7772,25026.0722,8480355.874,8651638.390,154196613.796,-0.000,0.000,365310.046,-0.000,149153643.317,11709370.826
336.050000,-3925380.622,-7545379.552,8210.7992,23640.5780,25025.8696,8505372.750,8680022.268,154216261.463,-0.000,0.000,365310.928,0.000,149261553.372,10242778.119
337.050000,-4017116.877,-7525311.551,8216.5369,23638.3855,25025.6817,8530389.320,8708387.400,154235942.227,-0.000,0.000,365313.633,0.000,149355042.788,8775195.023
338.050000,-4108869.412,-7504142.660,8222.2954,23636.1998,25025.5086,8555405.596,8736733.457,154255656.065,-0.000,0.000,365318.161,0.000,149434101.639,7306781.313
339.050000,-4200624.269,-7481870.786,8228.0746,23634.0209,25025.3503,8580421.592,8765060.111,154275402.955,-0.000,0.000,365324.514,0.000,149498722.099,5837696.892
340.050000,-4292367.446,-7458494.032,8233.8744,23631.8490,25025.2068,8605437.323,8793367.035,154295182.876,-0.000,0.000,365332.692,0.000,149548898.445,4368101.750
341.050000,-4384084.902,-7434010.704,8239.6949,23629.6839,25025.0781,8630452.802,8821653.905,154314995.806,-0.000,0.000,365342.694,0.000,149584627.060,2898155.930
342.050000,-4475762.561,-7408419.301,8245.5359,23627.5259,25024.9644,8655468.043,8849920.402,154334841.723,-0.000,0.000,365354.519,-0.000,149605906.430,1428019.491
343.050000,-4567386.315,-7381718.526,8251.3974,23625.3748,25024.8655,8680483.060,8878166.206,154354720.604,-0.000,0.000,365368.168,0.000,149612737.146,-42147.530
344.050000,-4658942.026,-7353907.280,8257.2794,23623.2308,25024.7817,8705497.866,8906391.001,154374632.429,-0.000,0.000,365383.638,0.000,149605121.903,-1512185.154
345.050000,-4750415.534,-7324984.665,8263.1819,23621.0939,25024.7128,8730512.476,8934594.474,154394577.174,-0.000,0.000,365400.927,0.000,149583065.497,-2981933.495
346.050000,-4841792.654,-7294949.983,8269.1048,23618.9641,25024.6590,8755526.904,8962776.312,154414554.818,-0.000,0.000,365420.033,0.000,149546574.823,-4451232.798
347.050000,-4933059.185,-7263802.737,8275.0480,23616.8415,25024.6203,8780541.163,8990936.209,154434565.339,-0.000,0.000,365440.953,0.000,149495658.870,-5919923.476
348.050000,-5024200.909,-7231542.631,8281.0116,23614.7260,25024.5966,8805555.269,9019073.857,154454608.715,-0.000,0.000,365463.684,0.000,149430328.719,-7387846.146
349.050000,-5115203.597,-7198169.570,8286.9955,23612.6177,25024.5881,8830569.234,9047188.954,154474684.923,-0.000,0.000,365488.222,0.000,149350597.536,-8854841.663
350.050000,-5206053.015,-7163683.660,8292.9997,23610.5167,25024.5948,8855583.073,9075281.200,154494793.942,-0.000,0.000,365514.563,0.000,149256480.566,-10320751.158
351.050000,-5296734.919,-7128085.208,8299.0241,23608.4230,25024.6167,8880596.801,9103350.295,154514935.750,-0.000,0.000,365542.703,0.000,149147995.127,-11785416.075
352.050000,-5387235.069,-7091374.722,8305.0687,23606.3367,25024.6538,8905610.430,9131395.947,154535110.324,-0.000,0.000,365572.636,0.000,149025160.601,-13248678.205
353.050000,-5477539.224,-7053552.911,8311.1334,23604.2576,25024.7061,8930623.977,9159417.862,154555317.642,-0.000,0.000,365604.357,0.000,148887998.428,-14710379.719
354.050000,-5567633.149,-7014620.682,8317.2183,23602.1860,25024.7738,8955637.453,9187415.751,154575557.682,-0.000,0.000,365637.860,0.000,148736532.094,-16170363.209
355.050000,-5657502.619,-6974579.145,8323.3232,23600.1217,25024.8567,8980650.875,9215389.328,154595830.421,-0.000,0.000,365673.138,0.000,148570787.122,-17628471.717
356.050000,-5747133.422,-6933429.608,8329.4482,23598.0649,25024.9551,9005664.256,9243338.309,154616135.838,-0.000,0.000,365710.186,0.000,148390791.063,-19084548.775
357.050000,-5836511.359,-6891173.577,8335.5932,23596.0156,25025.0688,9030677.611,9271262.415,154636473.910,-0.000,0.000,365748.996,0.000,148196573.481,-20538438.435
358.050000,-5925622.251,-6847812.758,8341.7581,23593.9738,25025.1979,9055690.953,9299161.368,154656844.615,-0.000,0.000,365789.560,0.000,147988165.945,-21989985.304
359.050000,-6014451.944,-6803349.055,8347.9430,23591.9395,25025.3424,9080704.298,9327034.894,154677247.931,-0.000,0.000,365831.870,-0.000,147765602.012,-23439034.579
360.050000,-6102986.305,-6757784.566,8354.1478,23589.9128,25025.5024,9105717.659,9354882.720,154697683.835,-0.000,0.000,365875.919,0.000,147528917.216,-24885432.080
361.050000,-6191211.233,-6711121.590,8360.3724,23587.8936,25025.6779,9130731.051,9382704.580,154718152.305,-0.000,0.000,365921.696,0.000,147278149.053,-26329024.283
362.050000,-6279112.658,-6663362.616,8366.6169,23585.8821,25025.8688,9155744.488,9410500.208,154738653.318,-0.000,0.000,365969.193,0.000,147013336.964,-27769658.349
363.050000,-6366676.545,-6614510.333,8372.8811,23583.8782,25026.0754,9180757.985,9438269.342,154759186.853,-0.000,0.000,366018.400,0.000,146734522.323,-29207182.161
364.050000,-6453888.899,-6564567.619,8379.1652,23581.8819,25026.2974,9205771.556,9466011.724,154779752.886,-0.000,0.000,366069.308,0.000,146441748.416,-30641444.354
365.050000,-6540735.764,-6513537.547,8385.4689,23579.8933,25026.5351,9230785.216,9493727.099,154800351.395,-0.000,0.000,366121.905,0.000,146135060.429,-32072294.346
366.050000,-6627203.230,-6461423.380,8391.7923,23577.9125,25026.7884,9255798.979,9521415.214,154820982.359,-0.000,0.000,366176.181,0.000,145814505.423,-33499582.365
367.050000,-6713277.435,-6408228.572,8398.1354,23575.9394,25027.0573,9280812.860,9549075.821,154841645.753,-0.000,0.000,366232.125,0.000,145480132.325,-34923159.488
368.050000,-6798944.566,-6353956.765,8404.4981,23573.9740,25027.3418,9305826.873,9576708.673,154862341.557,-0.000,0.000,366289.725,0.000,145131991.901,-36342877.662
369.050000,-6884190.866,-6298611.791,8410.8804,23572.0164,25027.6421,9330841.032,9604313.530,154883069.746,-0.000,0.000,366348.968,0.000,144770136.740,-37758589.736
370.050000,-6969002.633,-6242197.665,8417.2823,23570.0666,25027.9580,9355855.353,9631890.152,154903830.300,-0.000,0.000,366409.843,-0.000,144394621.234,-39170149.492
371.050000,-7053366.225,-6184718.590,8423.7037,23568.1247,25028.2897,9380869.850,9659438.303,154924623.194,-0.000,0.000,366472.337,0.000,144005501.553,-40577411.670
372.050000,-7137268.063,-6126178.950,8430.1446,23566.1905,25028.6371,9405884.538,9686957.753,154945448.407,-0.000,0.000,366536.437,0.000,143602835.632,-41980231.999
373.050000,-7220694.632,-6066583.312,8436.6049,23564.2643,25029.0002,9430899.430,9714448.272,154966305.916,-0.000,0.000,366602.129,0.000,143186683.141,-43378467.220
374.050000,-7303632.486,-6005936.425,8443.0847,23562.3459,25029.3792,9455914.542,9741909.636,154987195.699,-0.000,0.000,366669.399,0.000,142757105.466,-44771975.114
375.050000,-7386068.250,-5944243.213,8449.5838,23560.4354,25029.7739,9480929.889,9769341.622,155008117.732,-0.000,0.000,366738.233,0.000,142314165.688,-46160614.528
376.050000,-7467988.620,-5881508.780,8456.1024,23558.5328,25030.1845,9505945.485,9796744.014,155029071.993,-0.000,0.000,366808.617,0.000,141857928.555,-47544245.401
377.050000,-7549380.371,-5817738.406,8462.6403,23556.6382,25030.6110,9530961.344,9824116.596,155050058.459,-0.000,0.000,366880.535,0.000,141388460.463,-48922728.787
378.050000,-7630230.356,-5752937.541,8469.1974,23554.7516,25031.0533,9555977.482,9851459.158,155071077.108,-0.000,0.000,366953.973,0.000,140905829.428,-50295926.880
379.050000,-7710525.508,-5687111.812,8475.7739,23552.8729,25031.5114,9580993.913,9878771.492,155092127.917,-0.000,0.000,367028.914,0.000,140410105.065,-51663703.036
380.050000,-7790252.844,-5620267.012,8482.3696,23551.0022,25031.9855,9606010.653,9906053.395,155113210.863,-0.000,0.000,367105.343,0.000,139901358.558,-53025921.798
381.050000,-7869399.468,-5552409.103,8488.9846,23549.1395,25032.4755,9631027.714,9933304.667,155134325.923,-0.000,0.000,367183.243,0.000,139379662.640,-54382448.914
382.050000,-7947952.572,-5483544.215,8495.6187,23547.2849,25032.9815,9656045.114,9960525.111,155155473.075,-0.000,0.000,367262.599,-0.000,138845091.564,-55733151.363
383.050000,-8025899.438,-5413678.639,8502.2720,23545.4383,25033.5034,9681062.865,9987714.534,155176652.295,-0.000,0.000,367343.392,0.000,138297721.076,-57077897.373
384.050000,-8103227.442,-5342818.832,8508.9445,23543.5997,25034.0413,9706080.983,10014872.747,155197863.562,-0.000,0.000,367425.606,0.000,137737628.393,-58416556.439
385.050000,-8179924.056,-5270971.409,8515.6360,23541.7692,25034.5952,9731099.484,10041999.565,155219106.851,-0.000,0.000,367509.223,0.000,137164892.169,-59748999.348
386.050000,-8255976.848,-5198143.144,8522.3467,23539.9468,25035.1651,9756118.380,10069094.806,155240382.141,-0.000,0.000,367594.226,0.000,136579592.478,-61075098.191
387.050000,-8331373.486,-5124340.965,8529.0764,23538.1325,25035.7510,9781137.689,10096158.292,155261689.407,-0.000,0.000,367680.597,-0.000,135981810.774,-62394726.387
388.050000,-8406101.739,-5049571.958,8535.8251,23536.3264,25036.3530,9806157.423,10123189.848,155283028.628,-0.000,0.000,367768.316,0.000,135371629.877,-63707758.695
389.050000,-8480149.483,-4973843.357,8542.5929,23534.5283,25036.9710,9831177.599,10150189.305,155304399.781,-0.000,0.000,367857.365,-0.000,134749133.933,-65014071.234
390.050000,-8553504.694,-4897162.547,8549.3796,23532.7385,25037.6051,9856198.231,10177156.494,155325802.842,-0.000,0.000,367947.726,0.000,134114408.395,-66313541.496
391.050000,-8626155.461,-4819537.061,8556.1853,23530.9567,25038.2554,9881219.334,10204091.254,155347237.788,-0.000,0.000,368039.380,0.000,133467539.989,-67606048.366
392.050000,-8698089.978,-4740974.577,8563.0100,23529.1832,25038.9217,9906240.922,10230993.424,155368704.597,-0.000,0.000,368132.306,-0.000,132808616.690,-68891472.129
393.050000,-8769296.553,-4661482.916,8569.8536,23527.4178,25039.6042,9931263.012,10257862.849,155390203.245,-0.000,0.000,368226.485,0.000,132137727.690,-70169694.490
394.050000,-8839763.605,-4581070.038,8576.7160,23525.6606,25040.3028,9956285.616,10284699.378,155411733.710,-0.000,0.000,368321.897,0.000,131454963.371,-71440598.586
395.050000,-8909479.668,-4499744.043,8583.5973,23523.9116,25041.0176,9981308.752,10311502.862,155433295.968,-0.000,0.000,368418.522,0.000,130760415.276,-72704068.994
396.050000,-8978433.392,-4417513.168,8590.4975,23522.1709,25041.7486,10006332.433,10338273.157,155454889.996,-0.000,0.000,368516.339,0.000,130054176.080,-73959991.748
397.050000,-9046613.545,-4334385.781,8597.4165,23520.4384,25042.4957,10031356.675,10365010.123,155476515.772,-0.000,0.000,368615.329,0.000,129336339.563,-75208254.347
398.050000,-9114009.014,-4250370.384,8604.3543,23518.7141,25043.2591,10056381.492,10391713.623,155498173.272,-0.000,0.000,368715.469,0.000,128607000.578,-76448745.765
399.050000,-9180608.805,-4165475.607,8611.3109,23516.9981,25044.0387,10081406.899,10418383.525,155519862.472,-0.000,0.000,368816.739,0.000,127866255.023,-77681356.464
400.050000,-9246402.049,-4079710.206,8618.2863,23515.2904,25044.8346,10106432.912,10445019.699,155541583.351,-0.000,0.000,368919.118,0.000,127114199.813,-78905978.397
401.050000,-9311377.995,-3993083.064,8625.2804,23513.5909,25045.6467,10131459.546,10471622.020,155563335.884,-0.000,0.000,369022.584,0.000,126350932.851,-80122505.020
402.050000,-9375526.022,-3905603.182,8632.2932,23511.8997,25046.4751,10156486.815,10498190.368,155585120.049,-0.000,0.000,369127.115,-0.000,125576552.997,-81330831.301
403.050000,-9438835.632,-3817279.685,8639.3248,23510.2168,25047.3198,10181514.734,10524724.624,155606935.822,-0.000,0.000,369232.690,0.000,124791160.042,-82530853.721
404.050000,-9501296.452,-3728121.813,8646.3750,23508.5423,25048.1808,10206543.319,10551224.675,155628783.180,-0.000,0.000,369339.287,0.000,123994854.677,-83722470.288
405.050000,-9562898.240,-3638138.920,8653.4439,23506.8760,25049.0581,10231572.584,10577690.411,155650662.101,-0.000,0.000,369446.883,0.000,123187738.465,-84905580.535
406.050000,-9623630.882,-3547340.473,8660.5315,23505.2181,25049.9518,10256602.546,10604121.727,155672572.559,-0.000,0.000,369555.455,0.000,122369913.812,-86080085.529
407.050000,-9683484.391,-3455736.052,8667.6377,23503.5685,25050.8618,10281633.218,10630518.520,155694514.533,-0.000,0.000,369664.983,0.000,121541483.939,-87245887.874
408.050000,-9742448.916,-3363335.342,8674.7626,23501.9273,25051.7882,10306664.616,10656880.692,155716487.999,-0.000,0.000,369775.442,0.000,120702552.854,-88402891.715
409.050000,-9800514.732,-3270148.132,8681.9060,23500.2944,25052.7310,10331696.754,10683208.148,155738492.934,-0.000,0.000,369886.810,0.000,119853225.319,-89551002.741
410.050000,-9857672.251,-3176184.319,8689.0681,23498.6699,25053.6901,10356729.649,10709500.798,155760529.314,-0.000,0.000,369999.064,-0.000,118993606.831,-90690128.185
411.050000,-9913912.014,-3081453.895,8696.2487,23497.0537,25054.6658,10381763.315,10735758.555,155782597.116,-0.000,0.000,370112.180,-0.000,118123803.586,-91820176.831
412.050000,-9969224.700,-2985966.954,8703.4479,23495.4460,25055.6578,10406797.768,10761981.335,155804696.317,-0.000,0.000,370226.137,0.000,117243922.452,-92941059.007
413.050000,-10023601.120,-2889733.686,8710.6656,23493.8466,25056.6663,10431833.021,10788169.061,155826826.894,-0.000,0.000,370340.910,-0.000,116354070.945,-94052686.595
414.050000,-10077032.220,-2792764.372,8717.9019,23492.2557,25057.6913,10456869.092,10814321.657,155848988.822,-0.000,0.000,370456.476,-0.000,115454357.202,-95154973.021
415.050000,-10129509.083,-2695069.387,8725.1567,23490.6731,25058.7327,10481905.994,10840439.050,155871182.079,-0.000,0.000,370572.811,0.000,114544889.947,-96247833.264
416.050000,-10181022.928,-2596659.193,8732.4301,23489.0990,25059.7907,10506943.743,10866521.174,155893406.641,-0.000,0.000,370689.893,0.000,113625778.473,-97331183.845
417.050000,-10231565.109,-2497544.341,8739.7219,23487.5333,25060.8651,10531982.355,10892567.964,155915662.484,-0.000,0.000,370807.696,0.000,112697132.607,-98404942.834
418.050000,-10281127.119,-2397735.465,8747.0322,23485.9761,25061.9561,10557021.843,10918579.360,155937949.586,-0.000,0.000,370926.198,0.000,111759062.691,-99469029.843
419.050000,-10329700.588,-2297243.281,8754.3610,23484.4273,25063.0637,10582062.225,10944555.306,155960267.922,-0.000,0.000,371045.375,-0.000,110811679.550,-100523366.021
420.050000,-10377277.283,-2196078.585,8761.7083,23482.8869,25064.1878,10607103.514,10970495.750,155982617.470,-0.000,0.000,371165.202,0.000,109855094.470,-101567874.057
421.050000,-10423849.109,-2094252.252,8769.0740,23481.3551,25065.3285,10632145.727,10996400.643,156004998.205,-0.000,0.000,371285.656,0.000,108889419.171,-102602478.171
422.050000,-10469408.111,-1991775.230,8776.4582,23479.8317,25066.4858,10657188.877,11022269.939,156027410.105,-0.000,0.000,371406.712,0.000,107914765.779,-103627104.109
423.050000,-10513946.470,-1888658.544,8783.8608,23478.3167,25067.6598,10682232.982,11048103.598,156049853.145,-0.000,0.000,371528.348,0.000,106931246.807,-104641679.144
424.050000,-10557456.507,-1784913.286,8791.2818,23476.8103,25068.8503,10707278.055,11073901.582,156072327.302,-0.000,0.000,371650.538,-0.000,105938975.127,-105646132.064
425.050000,-10599930.682,-1680550.620,8798.7213,23475.3123,25070.0576,10732324.112,11099663.857,156094832.553,-0.000,0.000,371773.258,0.000,104938063.942,-106640393.168
426.050000,-10641361.593,-1575581.776,8806.1792,23473.8229,25071.2815,10757371.169,11125390.393,156117368.873,-0.000,0.000,371896.484,0.000,103928626.772,-107624394.264
427.050000,-10681741.976,-1470018.048,8813.6555,23472.3420,25072.5220,10782419.241,11151081.165,156139936.240,-0.000,0.000,372020.193,-0.000,102910777.418,-108598068.655
428.050000,-10721064.707,-1363870.795,8821.1502,23470.8696,25073.7793,10807468.343,11176736.149,156162534.629,-0.000,0.000,372144.360,0.000,101884629.950,-109561351.138
429.050000,-10759322.801,-1257151.433,8828.6632,23469.4057,25075.0534,10832518.491,11202355.327,156185164.018,-0.000,0.000,372268.960,0.000,100850298.677,-110514177.993
430.050000,-10796509.411,-1149871.439,8836.1947,23467.9504,25076.3441,10857569.700,11227938.683,156207824.382,-0.000,0.000,372393.971,0.000,99807898.127,-111456486.977
431.050000,-10832617.828,-1042042.347,8843.7446,23466.5037,25077.6517,10882621.984,11253486.206,156230515.697,-0.000,0.000,372519.367,0.000,98757543.025,-112388217.312
432.050000,-10867641.482,-933675.745,8851.3128,23465.0655,25078.9760,10907675.361,11278997.889,156253237.940,-0.000,0.000,372645.124,0.000,97699348.271,-113309309.683
433.050000,-10901573.942,-824783.273,8858.8994,23463.6358,25080.3171,10932729.844,11304473.727,156275991.088,-0.000,0.000,372771.218,0.000,96633428.918,-114219706.221
434.050000,-10934408.913,-715376.623,8866.5044,23462.2147,25081.6750,10957785.451,11329913.719,156298775.116,-0.000,0.000,372897.626,0.000,95559900.154,-115119350.501
435.050000,-10966140.239,-605467.535,8874.1277,23460.8023,25083.0498,10982842.195,11355317.869,156321590.001,-0.000,0.000,373024.323,0.000,94478877.277,-116008187.526
436.050000,-10996761.901,-495067.795,8881.7695,23459.3984,25084.4414,11007900.092,11380686.183,156344435.719,-0.000,0.000,373151.286,0.000,93390475.678,-116886163.721
437.050000,-11026268.019,-384189.238,8889.4295,23458.0031,25085.8499,11032959.159,11406018.673,156367312.246,-0.000,0.000,373278.489,0.000,92294810.821,-117753226.920
438.050000,-11054652.846,-272843.738,8897.1079,23456.6164,25087.2753,11058019.409,11431315.351,156390219.559,-0.000,0.000,373405.911,0.000,91191998.222,-118609326.359
439.050000,-11081910.775,-161043.214,8904.8047,23455.2384,25088.7177,11083080.860,11456576.236,156413157.633,-0.000,0.000,373533.525,0.000,90082153.433,-119454412.659
440.050000,-11108036.334,-48799.621,8912.5198,23453.8690,25090.1770,11108143.526,11481801.348,156436126.446,-0.000,0.000,373661.310,0.000,88965392.021,-120288437.822
441.050000,-11133024.185,63875.043,8920.2533,23452.5082,25091.6532,11133207.423,11506990.712,156459125.972,-0.000,0.000,373789.241,0.000,87841829.552,-121111355.214
442.050000,-11156869.128,176968.747,8928.0051,23451.1561,25093.1464,11158272.566,11532144.356,156482156.188,-0.000,0.000,373917.295,0.000,86711581.570,-121923119.555
443.050000,-11179566.095,290469.424,8935.7752,23449.8126,25094.6566,11183338.972,11557262.313,156505217.071,-0.000,0.000,374045.447,-0.000,85574763.586,-122723686.909
444.050000,-11201110.155,404364.975,8943.5637,23448.4778,25096.1839,11208406.655,11582344.616,156528308.596,-0.000,0.000,374173.676,0.000,84431491.055,-123513014.669
445.050000,-11221496.510,518643.267,8951.3706,23447.1517,25097.7282,11233475.631,11607391.306,156551430.740,-0.000,0.000,374301.957,0.000,83281879.362,-124291061.546
446.050000,-11240720.494,633292.139,8959.1958,23445.8343,25099.2895,11258545.916,11632402.423,156574583.479,-0.000,0.000,374430.267,0.000,82126043.809,-125057787.557
447.050000,-11258777.575,748299.401,8967.0393,23444.5256,25100.8680,11283617.526,11657378.015,156597766.788,-0.000,0.000,374558.584,0.000,80964099.595,-125813154.010
448.050000,-11275663.353,863652.834,8974.9012,23443.2256,25102.4636,11308690.476,11682318.129,156620980.644,-0.000,0.000,374686.884,0.000,79796161.804,-126557123.495
449.050000,-11291373.561,979340.198,8982.7814,23441.9343,25104.0763,11333764.781,11707222.818,156644225.022,-0.000,0.000,374815.144,0.000,78622345.388,-127289659.867
450.050000,-11305904.061,1095349.224,8990.6799,23440.6517,25105.7061,11358840.458,11732092.139,156667499.900,-0.000,0.000,374943.342,0.000,77442765.157,-128010728.235
451.050000,-11319250.847,1211667.624,8998.5969,23439.3779,25107.3532,11383917.523,11756926.151,156690805.252,-0.000,0.000,375071.454,0.000,76257535.760,-128720294.950
452.050000,-11331410.042,1328283.085,9006.5321,23438.1129,25109.0174,11408995.990,11781724.916,156714141.056,-0.000,0.000,375199.460,0.000,75066771.677,-129418327.588
453.050000,-11342377.900,1445183.278,9014.4857,23436.8566,25110.6989,11434075.876,11806488.500,156737507.286,-0.000,0.000,375327.336,0.000,73870587.202,-130104794.939
454.050000,-11352150.802,1562355.852,9022.4577,23435.6091,25112.3976,11459157.196,11831216.973,156760903.919,-0.000,0.000,375455.060,0.000,72669096.432,-130779666.993
455.050000,-11360725.258,1679788.440,9030.4481,23434.3703,25114.1137,11484239.966,11855910.408,156784330.931,-0.000,0.000,375582.611,0.000,71462413.257,-131442914.928
456.050000,-11368097.907,1797468.660,9038.4567,23433.1404,25115.8470,11509324.203,11880568.880,156807788.298,-0.000,0.000,375709.965,0.000,70250651.344,-132094511.091
457.050000,-11374265.512,1915384.112,9046.4838,23431.9193,25117.5976,11534409.921,11905192.470,156831275.995,-0.000,0.000,375837.103,0.000,69033924.130,-132734428.991
458.050000,-11379224.964,2033522.385,9054.5292,23430.7070,25119.3656,11559497.137,11929781.259,156854794.000,-0.000,0.000,375964.001,0.000,67812344.811,-133362643.281
459.050000,-11382973.279,2151871.055,9062.5930,23429.5035,25121.1510,11584585.867,11954335.334,156878342.286,-0.000,0.000,376090.640,-0.000,66586026.329,-133979129.745
460.050000,-11385507.599,2270417.684,9070.6752,23428.3089,25122.9538,11609676.126,11978854.784,156901920.831,-0.000,0.000,376216.997,0.000,65355081.362,-134583865.283
461.050000,-11386825.189,2389149.828,9078.7758,23427.1232,25124.7740,11634767.930,12003339.701,156925529.611,-0.000,0.000,376343.052,0.000,64119622.319,-135176827.901
462.050000,-11386923.439,2508055.029,9086.8947,23425.9463,25126.6117,11659861.296,12027790.180,156949168.600,-0.000,0.000,376468.784,0.000,62879761.326,-135757996.692
463.050000,-11385799.861,2627120.824,9095.0321,23424.7783,25128.4669,11684956.239,12052206.322,156972837.776,-0.000,0.000,376594.173,0.000,61635610.220,-136327351.826
464.050000,-11383452.089,2746334.742,9103.1878,23423.6192,25130.3395,11710052.775,12076588.227,156996537.114,-0.000,0.000,376719.197,0.000,60387280.539,-136884874.534
465.050000,-11379877.881,2865684.305,9111.3619,23422.4691,25132.2298,11735150.920,12100936.000,157020266.589,-0.000,0.000,376843.837,0.000,59134883.514,-137430547.095
466.050000,-11375075.112,2985157.030,9119.5545,23421.3278,25134.1375,11760250.690,12125249.751,157044026.178,-0.000,0.000,376968.073,0.000,57878530.066,-137964352.823
467.050000,-11369041.781,3104740.431,9127.7654,23420.1955,25136.0629,11785352.102,12149529.589,157067815.856,-0.000,0.000,377091.885,0.000,56618330.791,-138486276.052
468.050000,-11361776.006,3224422.016,9135.9948,23419.0721,25138.0059,11810455.171,12173775.631,157091635.599,-0.000,0.000,377215.253,0.000,55354395.959,-138996302.120
469.050000,-11353276.023,3344189.292,9144.2426,23417.9577,25139.9665,11835559.914,12197987.993,157115485.384,-0.000,0.000,377338.158,0.000,54086835.505,-139494417.361
470.050000,-11343540.186,3464029.765,9152.5089,23416.8523,25141.9448,11860666.346,12222166.796,157139365.185,-0.000,0.000,377460.582,0.000,52815759.026,-139980609.087
471.050000,-11332566.969,3583930.937,9160.7935,23415.7559,25143.9409,11885774.483,12246312.165,157163274.978,-0.000,0.000,377582.504,0.000,51541275.771,-140454865.576
472.050000,-11320354.961,3703880.315,9169.0967,23414.6685,25145.9546,11910884.343,12270424.224,157187214.739,-0.000,0.000,377703.906,0.000,50263494.637,-140917176.058
473.050000,-11306902.868,3823865.401,9177.4182,23413.5901,25147.9862,11935995.940,12294503.105,157211184.445,0.000,0.000,377824.771,0.000,48982524.167,-141367530.702
474.050000,-11292209.514,3943873.702,9185.7583,23412.5208,25150.0355,11961109.292,12318548.941,157235184.070,0.000,0.000,377945.079,0.000,47698472.539,-141805920.604
475.050000,-11276273.835,4063892.727,9194.1168,23411.4605,25152.1026,11986224.414,12342561.866,157259213.590,0.000,0.000,378064.813,0.000,46411447.570,-142232337.771
476.050000,-11259094.883,4183909.987,9202.4938,23410.4093,25154.1876,12011341.322,12366542.019,157283272.981,0.000,0.000,378183.954,0.000,45121556.705,-142646775.111
477.050000,-11240671.825,4303912.996,9210.8893,23409.3671,25156.2905,12036460.034,12390489.543,157307362.219,0.000,0.000,378302.486,0.000,43828907.015,-143049226.417
478.050000,-11221003.940,4423889.273,9219.3033,23408.3341,25158.4113,12061580.565,12414404.582,157331481.279,0.000,0.000,378420.392,0.000,42533605.196,-143439686.357
479.050000,-11200090.621,4543826.343,9227.7357,23407.3102,25160.5500,12086702.932,12438287.283,157355630.138,0.000,0.000,378537.653,0.000,41235757.562,-143818150.462
480.050000,-11177931.373,4663711.734,9236.1867,23406.2954,25162.7068,12111827.150,12462137.797,157379808.770,0.000,0.000,378654.253,0.000,39935470.047,-144184615.108
481.050000,-11154525.812,4783532.982,9244.6563,23405.2898,25164.8815,12136953.237,12485956.277,157404017.151,0.000,0.000,378770.177,0.000,38632848.198,-144539077.511
482.050000,-11129873.666,4903277.630,9253.1443,23404.2934,25167.0743,12162081.209,12509742.880,157428255.257,0.000,0.000,378885.407,0.000,37327997.174,-144881535.708
483.050000,-11103974.773,5022933.227,9261.6509,23403.3061,25169.2851,12187211.082,12533497.763,157452523.063,0.000,0.000,378999.928,0.000,36021021.746,-145211988.553
484.050000,-11076829.082,5142487.330,9270.1760,23402.3280,25171.5141,12212342.873,12557221.089,157476820.546,0.000,0.000,379113.723,0.000,34712026.294,-145530435.694
485.050000,-11048436.650,5261927.504,9278.7197,23401.3592,25173.7612,12237476.597,12580913.023,157501147.680,0.000,0.000,379226.778,0.000,33401114.804,-145836877.574
486.050000,-11018797.646,5381241.325,9287.2820,23400.3996,25176.0264,12262612.273,12604573.732,157525504.441,0.000,0.000,379339.078,-0.000,32088390.870,-146131315.408
487.050000,-10987912.344,5500416.377,9295.8628,23399.4492,25178.3099,12287749.916,12628203.386,157549890.806,0.000,0.000,379450.606,0.000,30773957.689,-146413751.179
