# Spacecraft Trajectory — jupiter-io (Jupiter-Io)
time_h,x_km,y_km,vx_kmh,vy_kmh,speed_kmh,dist_Jupiter_km,dist_Io_km,bx_Jupiter_km,by_Jupiter_km,bx_Io_km,by_Io_km
4.301000,9295.227,-218645.505,-60118.5364,-71038.0082,93062.5436,218842.998,466840.931,0.000,0.000,421768.981,-0.000
4.321000,6835.666,-219088.468,-60545.9685,-70503.3525,92932.9706,219195.081,469221.889,0.000,0.000,421768.702,0.000
4.341000,4373.196,-219505.128,-60967.5752,-69966.8869,92803.0737,219548.687,471594.397,0.000,0.000,421768.422,0.000
4.361000,1908.104,-219895.509,-61383.3713,-69428.6814,92672.8659,219903.788,473958.316,0.000,0.000,421768.140,0.000
4.381000,-559.322,-220259.645,-61793.3723,-68888.8052,92542.3597,220260.355,476313.508,0.000,0.000,421767.858,-0.000
4.401000,-3028.796,-220597.567,-62197.5948,-68347.3265,92411.5676,220618.359,478659.840,0.000,0.000,421767.574,0.000
4.421000,-5500.035,-220909.313,-62596.0559,-67804.3129,92280.5020,220977.770,480997.184,0.000,0.000,421767.289,0.000
4.441000,-7972.755,-221194.922,-62988.7735,-67259.8311,92149.1751,221338.561,483325.412,0.000,0.000,421767.003,0.000
4.461000,-10446.676,-221454.438,-63375.7665,-66713.9470,92017.5989,221700.702,485644.401,0.000,0.000,421766.716,0.000
4.481000,-12921.517,-221687.907,-63757.0544,-66166.7257,91885.7855,222064.166,487954.033,0.000,0.000,421766.428,0.000
4.501000,-15397.003,-221895.376,-64132.6572,-65618.2313,91753.7465,222428.923,490254.190,0.000,0.000,421766.139,0.000
4.521000,-17872.856,-222076.899,-64502.5958,-65068.5273,91621.4937,222794.946,492544.759,0.000,0.000,421765.849,0.000
4.541000,-20348.802,-222232.529,-64866.8918,-64517.6761,91489.0386,223162.207,494825.630,0.000,0.000,421765.557,0.000
4.561000,-22824.570,-222362.323,-65225.5673,-63965.7394,91356.3925,223530.678,497096.695,0.000,0.000,421765.265,0.000
4.581000,-25299.888,-222466.343,-65578.6450,-63412.7782,91223.5667,223900.331,499357.850,0.000,0.000,421764.971,0.000
4.601000,-27774.488,-222544.651,-65926.1483,-62858.8524,91090.5723,224271.139,501608.993,0.000,0.000,421764.677,0.000
4.621000,-30248.102,-222597.312,-66268.1011,-62304.0212,90957.4202,224643.074,503850.025,0.000,0.000,421764.381,0.000
4.641000,-32720.465,-222624.395,-66604.5280,-61748.3429,90824.1212,225016.110,506080.850,0.000,0.000,421764.084,0.000
4.661000,-35191.315,-222625.970,-66935.4538,-61191.8751,90690.6861,225390.220,508301.375,0.000,0.000,421763.787,0.000
4.681000,-37660.390,-222602.112,-67260.9042,-60634.6743,90557.1254,225765.376,510511.507,0.000,0.000,421763.488,0.000
4.701000,-40127.430,-222552.895,-67580.9051,-60076.7964,90423.4494,226141.552,512711.160,0.000,0.000,421763.188,-0.000
4.721000,-42592.177,-222478.399,-67895.4831,-59518.2964,90289.6685,226518.722,514900.246,0.000,0.000,421762.887,-0.000
4.741000,-45054.377,-222378.704,-68204.6650,-58959.2285,90155.7927,226896.860,517078.682,0.000,0.000,421762.584,0.000
4.761000,-47513.774,-222253.894,-68508.4783,-58399.6459,90021.8320,227275.938,519246.386,0.000,0.000,421762.281,0.000
4.781000,-49970.119,-222104.054,-68806.9507,-57839.6011,89887.7962,227655.932,521403.280,0.000,0.000,421761.977,0.000
4.801000,-52423.160,-221929.271,-69100.1104,-57279.1458,89753.6951,228036.816,523549.287,0.000,0.000,421761.672,0.000
4.821000,-54872.650,-221729.638,-69387.9860,-56718.3308,89619.5383,228418.563,525684.332,0.000,0.000,421761.365,0.000
4.841000,-57318.344,-221505.245,-69670.6063,-56157.2062,89485.3351,228801.150,527808.343,0.000,0.000,421761.058,0.000
4.861000,-59759.997,-221256.188,-69948.0008,-55595.8212,89351.0949,229184.550,529921.248,0.000,0.000,421760.750,0.000
4.881000,-62197.367,-220982.563,-70220.1990,-55034.2242,89216.8268,229568.738,532022.981,0.000,0.000,421760.440,0.000
4.901000,-64630.216,-220684.469,-70487.2307,-54472.4628,89082.5398,229953.691,534113.474,0.000,0.000,421760.130,0.000
4.921000,-67058.305,-220362.008,-70749.1263,-53910.5838,88948.2429,230339.382,536192.663,0.000,0.000,421759.818,0.000
4.941000,-69481.399,-220015.283,-71005.9161,-53348.6333,88813.9448,230725.788,538260.486,0.000,0.000,421759.505,0.000
4.961000,-71899.265,-219644.398,-71257.6310,-52786.6563,88679.6541,231112.885,540316.882,0.000,0.000,421759.192,0.000
4.981000,-74311.670,-219249.460,-71504.3019,-52224.6974,88545.3794,231500.648,542361.792,0.000,0.000,421758.877,0.000
