# Spacecraft Trajectory — mars-approach (Mars-Phobos)
time_h,x_km,y_km,vx_kmh,vy_kmh,speed_kmh,dist_Mars_km,dist_Phobos_km,bx_Mars_km,by_Mars_km,bx_Phobos_km,by_Phobos_km
8.522000,-3417.252,3474.084,-964.2641,-10011.0808,10057.4123,4873.077,13257.003,0.000,0.000,9376.452,0.000
8.562000,-3587.186,3301.627,-31.0183,-10052.1758,10052.2236,4875.310,13377.507,0.000,0.000,9376.493,0.000
8.602000,-3745.178,3118.189,902.3891,-10016.2288,10056.7960,4873.342,13487.122,0.000,0.000,9376.535,0.000
8.642000,-3890.861,2924.153,1831.2001,-9903.2365,10071.1165,4867.183,13585.862,0.000,0.000,9376.579,0.000
8.682000,-4023.843,2719.895,2750.5966,-9713.1947,10095.1440,4856.865,13673.710,0.000,0.000,9376.624,0.000
8.722000,-4143.703,2505.787,3655.6387,-9446.1136,10128.8082,4842.442,13750.617,0.000,0.000,9376.671,0.000
8.762000,-4249.987,2282.208,4541.2037,-9102.0434,10172.0070,4823.988,13816.496,0.000,0.000,9376.718,0.000
8.802000,-4342.204,2049.554,5401.9255,-8681.1125,10224.6033,4801.604,13871.224,0.000,0.000,9376.768,-0.000
8.842000,-4419.822,1808.248,6232.1363,-8183.5774,10286.4212,4775.415,13914.634,0.000,0.000,9376.818,0.000
8.882000,-4482.270,1558.750,7025.8115,-7609.8880,10357.2401,4745.571,13946.521,0.000,0.000,9376.869,0.000
8.922000,-4528.932,1301.570,7776.5191,-6960.7686,10436.7883,4712.251,13966.633,0.000,0.000,9376.922,0.000
8.962000,-4559.153,1037.280,8477.3771,-6237.3167,10524.7347,4675.663,13974.678,0.000,0.000,9376.975,0.000
9.002000,-4572.240,766.531,9121.0223,-5441.1212,10620.6802,4636.048,13970.315,0.000,0.000,9377.030,0.000
9.042000,-4567.467,490.063,9699.5953,-4574.4025,10724.1460,4593.682,13953.161,0.000,0.000,9377.085,-0.000
9.082000,-4544.084,208.726,10204.7477,-3640.1737,10834.5623,4548.875,13922.790,0.000,0.000,9377.142,0.000
9.122000,-4501.328,-76.509,10627.6799,-2642.4232,10951.2548,4501.978,13878.737,0.000,0.000,9377.199,0.000
9.162000,-4438.436,-364.529,10959.2180,-1586.3174,11073.4305,4453.380,13820.501,0.000,0.000,9377.257,-0.000
9.202000,-4354.669,-654.069,11189.9414,-478.4156,11200.1638,4403.516,13747.552,0.000,0.000,9377.315,0.000
9.242000,-4249.330,-943.698,11310.3711,673.1080,11330.3826,4352.858,13659.343,0.000,0.000,9377.374,0.000
9.282000,-4121.798,-1231.803,11311.2323,1858.2527,11462.8565,4301.925,13555.317,0.000,0.000,9377.434,0.000
9.322000,-3971.560,-1516.591,11183.7975,3065.0068,11596.1887,4251.275,13434.928,0.000,0.000,9377.494,0.000
9.362000,-3798.249,-1796.086,10920.3179,4279.2179,11728.8127,4201.502,13297.658,0.000,0.000,9377.554,0.000
9.402000,-3601.690,-2068.133,10514.5395,5484.5489,11858.9973,4153.233,13143.042,0.000,0.000,9377.615,0.000
9.442000,-3381.945,-2330.425,9962.2909,6662.5573,11984.8617,4107.120,12970.691,0.000,0.000,9377.677,0.000
9.482000,-3139.357,-2580.524,9262.1150,7792.9332,12104.4034,4063.824,12780.328,0.000,0.000,9377.738,0.000
9.522000,-2874.595,-2815.912,8415.8986,8853.9300,12215.5403,4024.010,12571.815,0.000,0.000,9377.799,0.000
9.562000,-2588.690,-3034.040,7429.4400,9823.0053,12316.1687,3988.322,12345.191,0.000,0.000,9377.861,0.000
9.602000,-2283.059,-3232.401,6312.8752,10677.6707,12404.2349,3957.370,12100.699,0.000,-0.000,9377.923,0.000
9.642000,-1959.518,-3408.609,5080.8853,11396.5165,12477.8197,3931.708,11838.817,0.000,-0.000,9377.984,0.000
9.682000,-1620.270,-3560.479,3752.6095,11960.3448,12535.2274,3911.814,11560.276,0.000,-0.000,9378.046,0.000
9.722000,-1267.877,-3686.114,2351.2167,12353.3110,12575.0751,3898.070,11266.074,0.000,-0.000,9378.107,0.000
9.762000,-905.205,-3783.981,903.1264,12563.9530,12596.3706,3890.747,10957.476,0.000,-0.000,9378.168,0.000
9.802000,-535.353,-3852.976,-563.0792,12585.9834,12598.5728,3889.990,10636.002,0.000,-0.000,9378.229,0.000
9.842000,-161.567,-3892.464,-2017.9605,12418.7411,12581.6253,3895.816,10303.404,0.000,-0.000,9378.289,0.000
9.882000,212.861,-3902.306,-3432.6161,12067.2391,12545.9600,3908.107,9961.635,0.000,-0.000,9378.349,0.000
9.922000,584.686,-3882.846,-4780.0210,11541.8026,12492.4701,3926.620,9612.807,0.000,-0.000,9378.409,0.000
9.962000,950.807,-3834.887,-6036.1749,10857.3471,12422.4552,3950.999,9259.148,0.000,-0.000,9378.467,0.000
10.002000,1308.343,-3759.638,-7180.9572,10032.3936,12337.5470,3980.784,8902.962,0.000,-0.000,9378.526,-0.000
10.042000,1654.698,-3658.650,-8198.6377,9087.9412,12239.6215,4015.438,8546.585,0.000,-0.000,9378.583,0.000
10.082000,1987.600,-3533.738,-9078.0390,8046.3230,12130.7092,4054.362,8192.361,0.000,-0.000,9378.640,0.000
10.122000,2305.124,-3386.907,-9812.3914,6930.1487,12012.9091,4096.918,7842.612,0.000,-0.000,9378.696,-0.000
10.162000,2605.696,-3220.278,-10398.9497,5761.4110,11888.3140,4142.444,7499.631,0.000,-0.000,9378.751,0.000
10.202000,2888.081,-3036.018,-10838.4515,4560.7950,11758.9490,4190.276,7165.675,0.000,-0.000,9378.805,0.000
10.242000,3151.360,-2836.283,-11134.4961,3347.2003,11626.7258,4239.761,6842.970,0.000,-0.000,9378.858,0.000
10.282000,3394.896,-2623.174,-11292.9079,2137.4609,11493.4115,4290.264,6533.717,0.000,-0.000,9378.910,0.000
10.322000,3618.302,-2398.698,-11321.1363,946.2328,11360.6111,4341.182,6240.107,0.000,-0.000,9378.961,0.000
10.362000,3821.400,-2164.747,-11227.7215,-213.9872,11229.7605,4391.950,5964.324,0.000,-0.000,9379.011,0.000
10.402000,4004.185,-1923.078,-11021.8427,-1332.7490,11102.1276,4442.041,5708.547,0.000,-0.000,9379.059,0.000
10.442000,4166.790,-1675.309,-10712.9550,-2401.4744,10978.8198,4490.968,5474.935,0.000,-0.000,9379.107,0.000
10.482000,4309.455,-1422.915,-10310.5092,-3413.2498,10860.7952,4538.291,5265.598,0.000,-0.000,9379.153,0.000
10.522000,4432.499,-1167.234,-9823.7471,-4362.6057,10748.8760,4583.610,5082.545,0.000,-0.000,9379.197,-0.000
10.562000,4536.294,-909.471,-9261.5612,-5245.2989,10643.7623,4626.565,4927.602,0.000,-0.000,9379.240,-0.000
10.602000,4621.249,-650.707,-8632.4068,-6058.1067,10546.0468,4666.836,4802.322,0.000,-0.000,9379.282,0.000
10.642000,4687.787,-391.913,-7944.2564,-6798.6392,10456.2280,4704.141,4707.877,0.000,-0.000,9379.322,-0.000
10.682000,4736.336,-133.959,-7204.5856,-7465.1732,10374.7223,4738.230,4644.957,0.000,-0.000,9379.361,0.000
10.722000,4767.318,122.372,-6420.3840,-8056.5072,10301.8756,4768.888,4613.703,0.000,-0.000,9379.398,-0.000
10.762000,4781.139,376.374,-5598.1833,-8571.8388,10237.9722,4795.930,4613.672,0.000,-0.000,9379.433,0.000
10.802000,4778.183,627.403,-4744.0970,-9010.6605,10183.2440,4819.198,4643.861,0.000,-0.000,9379.467,0.000
10.842000,4758.812,874.870,-3863.8700,-9372.6759,10137.8767,4838.563,4702.781,0.000,-0.000,9379.499,0.000
10.882000,4723.356,1118.225,-2962.9323,-9657.7303,10102.0158,4853.918,4788.568,0.000,-0.000,9379.529,0.000
10.922000,4672.119,1356.949,-2046.4573,-9865.7575,10075.7709,4865.183,4899.112,0.000,-0.000,9379.558,-0.000
10.962000,4605.374,1590.544,-1119.4213,-9996.7392,10059.2196,4872.299,5032.188,0.000,-0.000,9379.585,0.000
11.002000,4523.367,1818.520,-186.6649,-10050.6763,10052.4096,4875.230,5185.567,0.000,-0.000,9379.610,0.000
11.042000,4426.318,2040.390,747.0456,-10027.5715,10055.3601,4873.960,5357.100,0.000,-0.000,9379.633,0.000
11.082000,4314.423,2255.661,1676.9560,-9927.4220,10068.0628,4868.496,5544.779,0.000,-0.000,9379.654,0.000
11.122000,4187.859,2463.822,2598.2627,-9750.2229,10090.4814,4858.866,5746.769,0.000,-0.000,9379.673,0.000
11.162000,4046.788,2664.337,3506.0502,-9495.9803,10122.5505,4845.120,5961.420,0.000,-0.000,9379.690,0.000
11.202000,3891.366,2856.639,4395.2303,-9164.7352,10164.1734,4827.330,6187.266,0.000,-0.000,9379.705,0.000
11.242000,3721.741,3040.123,5260.4816,-8756.5997,10215.2193,4805.591,6423.010,0.000,-0.000,9379.719,0.000
11.282000,3538.074,3214.136,6096.1903,-8271.8046,10275.5188,4780.025,6667.505,0.000,-0.000,9379.730,0.000
11.322000,3340.535,3377.973,6896.3948,-7710.7623,10344.8594,4750.776,6919.732,0.000,-0.000,9379.740,0.000
11.362000,3129.323,3530.871,7654.7337,-7074.1450,10422.9783,4718.020,7178.778,0.000,-0.000,9379.747,0.000
11.402000,2904.673,3672.005,8364.4025,-6362.9800,10509.5549,4681.959,7443.807,0.000,-0.000,9379.752,-0.000
11.442000,2666.873,3800.481,9018.1194,-5578.7654,10604.2020,4642.830,7714.042,0.000,-0.000,9379.756,0.000
11.482000,2416.276,3915.340,9608.1076,-4723.6055,10706.4551,4600.900,7988.739,0.000,-0.000,9379.757,0.000
11.522000,2153.321,4015.554,10126.0981,-3800.3693,10815.7602,4556.475,8267.167,-0.000,0.000,9379.756,0.000
11.562000,1878.547,4100.031,10563.3618,-2812.8694,10931.4614,4509.899,8548.588,-0.000,0.000,9379.754,0.000
11.602000,1592.619,4167.618,10910.7797,-1766.0611,11052.7863,4461.556,8832.238,-0.000,0.000,9379.749,0.000
11.642000,1296.347,4217.117,11158.9604,-666.2567,11178.8325,4411.870,9117.311,-0.000,0.000,9379.742,0.000
11.682000,990.706,4247.296,11298.4185,478.6535,11308.5530,4361.309,9402.941,-0.000,0.000,9379.733,0.000
11.722000,676.861,4256.909,11319.8232,1658.9866,11440.7445,4310.384,9688.192,-0.000,0.000,9379.723,0.000
11.762000,356.186,4244.729,11214.3279,2863.0762,11574.0380,4259.647,9972.046,-0.000,0.000,9379.710,0.000
11.802000,30.282,4209.576,10973.9872,4077.1317,11706.8954,4209.685,10253.392,-0.000,0.000,9379.695,0.000
11.842000,-299.013,4150.365,10592.2590,5285.1777,11837.6119,4161.122,10531.030,-0.000,0.000,9379.678,0.000
11.882000,-629.620,4066.147,10064.5820,6469.1100,11964.3301,4114.605,10803.667,-0.000,0.000,9379.660,0.000
11.922000,-959.221,3956.168,9389.0027,7608.9046,12085.0652,4070.795,11069.928,-0.000,0.000,9379.639,0.000
11.962000,-1285.283,3819.925,8566.8096,8683.0150,12197.7447,4030.357,11328.368,-0.000,0.000,9379.617,0.000
12.002000,-1605.086,3657.219,7603.1156,9668.9774,12300.2638,3993.940,11577.496,-0.000,0.000,9379.593,0.000
12.042000,-1915.776,3468.215,6507.3138,10544.2271,12390.5552,3962.160,11815.807,-0.000,0.000,9379.567,0.000
12.082000,-2214.426,3253.481,5293.3265,11287.0979,12466.6710,3935.584,12041.809,-0.000,0.000,9379.539,0.000
12.122000,-2498.116,3014.019,3979.5713,11877.9433,12526.8721,3914.702,12254.072,-0.000,0.000,9379.509,0.000
12.162000,-2764.020,2751.277,2588.5916,12300.2846,12569.7179,3899.915,12451.267,-0.000,0.000,9379.477,-0.000
12.202000,-3009.499,2467.139,1146.3340,12541.8675,12594.1464,3891.511,12632.208,-0.000,0.000,9379.444,0.000
12.242000,-3232.188,2163.887,-318.8927,12595.5022,12599.5385,3889.658,12795.889,-0.000,0.000,9379.409,0.000
12.282000,-3430.078,1844.147,-1777.6955,12459.5768,12585.7561,3894.395,12941.519,-0.000,0.000,9379.373,0.000
12.322000,-3601.577,1510.810,-3200.9875,12138.1745,12553.1511,3905.625,13068.536,-0.000,0.000,9379.335,0.000
12.362000,-3745.553,1166.944,-4561.3453,11640.7780,12502.5430,3923.127,13176.622,-0.000,0.000,9379.295,-0.000
12.402000,-3861.343,815.696,-5834.1971,10981.6015,12435.1690,3946.560,13265.699,-0.000,0.000,9379.254,-0.000
12.442000,-3948.756,460.199,-6998.7321,10178.6418,12352.6110,3975.482,13335.909,-0.000,0.000,9379.211,0.000
12.482000,-4008.031,103.486,-8038.4693,9252.5658,12256.7109,4009.367,13387.598,-0.000,0.000,9379.167,0.000
12.522000,-4039.799,-251.581,-8941.4763,8225.5612,12149.4796,4047.625,13421.279,-0.000,0.000,9379.121,0.000
12.562000,-4045.017,-602.369,-9700.2711,7120.2584,12033.0104,4089.623,13437.600,-0.000,0.000,9379.074,-0.000
12.602000,-4024.907,-946.510,-10311.4731,5958.8060,11909.4016,4134.701,13437.310,-0.000,0.000,9379.026,0.000
12.642000,-3980.885,-1281.921,-10775.2822,4762.1452,11780.6933,4182.196,13421.223,-0.000,0.000,9378.977,-0.000
12.682000,-3914.504,-1606.809,-11094.8655,3549.4967,11648.8183,4231.451,13390.187,-0.000,0.000,9378.926,0.000
12.722000,-3827.391,-1919.667,-11275.7201,2338.0501,11515.5695,4281.827,13345.058,-0.000,0.000,9378.874,0.000
12.762000,-3721.204,-2219.252,-11325.0638,1142.8253,11382.5797,4332.717,13286.675,-0.000,0.000,9378.822,-0.000
12.802000,-3597.586,-2504.569,-11251.2886,-23.3276,11251.3128,4383.548,13215.848,-0.000,0.000,9378.768,0.000
12.842000,-3458.141,-2774.836,-11063.4945,-1149.6288,11123.0642,4433.785,13133.337,-0.000,0.000,9378.713,0.000
12.882000,-3304.403,-3029.464,-10771.1121,-2227.2022,10998.9675,4482.938,13039.849,-0.000,0.000,9378.657,0.000
12.922000,-3137.827,-3268.024,-10383.6085,-3248.8725,10880.0045,4530.556,12936.033,-0.000,0.000,9378.601,0.000
12.962000,-2959.776,-3490.222,-9910.2715,-4208.9452,10767.0191,4576.234,12822.471,-0.000,0.000,9378.544,-0.000
13.002000,-2771.515,-3695.870,-9360.0587,-5102.9875,10660.7308,4619.605,12699.684,-0.000,0.000,9378.486,0.000
13.042000,-2574.213,-3884.871,-8741.5021,-5927.6204,10561.7490,4660.343,12568.128,-0.000,0.000,9378.427,0.000
13.082000,-2368.946,-4057.190,-8062.6560,-6680.3273,10470.5871,4698.159,12428.201,-0.000,0.000,9378.368,-0.000
13.122000,-2156.697,-4212.842,-7331.0783,-7359.2845,10387.6743,4732.798,12280.243,-0.000,0.000,9378.308,0.000
13.162000,-1938.366,-4351.875,-6553.8379,-7963.2127,10313.3674,4764.040,12124.544,-0.000,0.000,9378.248,0.000
13.202000,-1714.777,-4474.357,-5737.5399,-8491.2504,10247.9606,4791.694,11961.343,-0.000,0.000,9378.187,0.000
13.242000,-1486.686,-4580.367,-4888.3641,-8942.8474,10191.6938,4815.599,11790.840,-0.000,0.000,9378.126,0.000
13.282000,-1254.788,-4669.982,-4012.1130,-9317.6769,10144.7599,4835.620,11613.195,-0.000,0.000,9378.065,0.000
13.322000,-1019.730,-4743.273,-3114.2650,-9615.5647,10107.3108,4851.648,11428.539,-0.000,0.000,9378.004,0.000
13.362000,-782.114,-4800.300,-2200.0320,-9836.4328,10079.4619,4863.597,11236.975,-0.000,0.000,9377.942,0.000
13.402000,-542.513,-4841.103,-1274.4188,-9980.2570,10061.2958,4871.406,11038.590,-0.000,0.000,9377.880,0.000
13.442000,-301.475,-4865.703,-342.2844,-10047.0362,10052.8650,4875.034,10833.457,0.000,0.000,9377.819,-0.000
13.482000,-59.536,-4874.098,591.5969,-10036.7734,10054.1935,4874.462,10621.645,0.000,0.000,9377.757,0.000
13.522000,182.775,-4866.262,1522.4732,-9949.4667,10065.2775,4869.693,10403.225,0.000,0.000,9377.696,-0.000
13.562000,424.921,-4842.144,2445.5533,-9785.1105,10086.0854,4860.753,10178.283,0.000,0.000,9377.634,0.000
13.602000,666.353,-4801.670,3355.9448,-9543.7077,10116.5568,4847.686,9946.929,0.000,0.000,9377.573,-0.000
13.642000,906.499,-4744.743,4248.5922,-9225.2910,10156.6003,4830.562,9709.308,0.000,0.000,9377.513,0.000
13.682000,1144.753,-4671.249,5118.2170,-8829.9574,10206.0910,4809.472,9465.617,0.000,0.000,9377.453,0.000
13.722000,1380.464,-4581.055,5959.2581,-8357.9140,10264.8664,4784.532,9216.124,0.000,0.000,9377.393,0.000
13.762000,1612.933,-4474.023,6765.8151,-7809.5377,10332.7215,4755.884,8961.183,0.000,0.000,9377.333,0.000
13.802000,1841.396,-4350.009,7531.5966,-7185.4512,10409.4023,4723.698,8701.267,0.000,0.000,9377.275,0.000
13.842000,2065.019,-4208.877,8249.8742,-6486.6149,10494.5984,4688.171,8436.995,0.000,0.000,9377.217,0.000
13.882000,2282.887,-4050.505,8913.4471,-5714.4396,10587.9345,4649.533,8169.167,0.000,0.000,9377.159,-0.000
13.922000,2493.997,-3874.802,9514.6210,-4870.9183,10688.9596,4608.049,7898.812,0.000,0.000,9377.103,0.000
13.962000,2697.251,-3681.722,10045.2073,-3958.7805,10797.1354,4564.016,7627.237,0.000,0.000,9377.047,0.000
14.002000,2891.448,-3471.281,10496.5497,-2981.6685,10911.8240,4517.772,7356.091,0.000,0.000,9376.992,0.000
14.042000,3075.283,-3243.578,10859.5868,-1944.3328,11032.2734,4469.694,7087.430,0.000,0.000,9376.938,-0.000
14.082000,3247.345,-2998.819,11124.9617,-852.8446,11157.6035,4420.199,6823.795,0.000,0.000,9376.886,0.000
14.122000,3406.123,-2737.343,11283.1891,285.1838,11286.7925,4369.750,6568.290,0.000,0.000,9376.834,0.000
14.162000,3550.012,-2459.649,11324.8914,1460.3817,11418.6637,4318.849,6324.645,0.000,0.000,9376.783,0.000
14.202000,3677.330,-2166.428,11241.1149,2661.4244,11551.8762,4268.040,6097.263,0.000,0.000,9376.734,0.000
14.242000,3786.341,-1858.593,11023.7310,3874.8812,11684.9197,4217.907,5891.207,0.000,0.000,9376.685,-0.000
14.282000,3875.284,-1537.304,10665.9256,5085.1398,11816.1168,4169.068,5712.111,0.000,0.000,9376.638,0.000
14.322000,3942.415,-1203.997,10162.7650,6274.4400,11943.6339,4122.165,5565.959,0.000,0.000,9376.593,0.000
14.362000,3986.056,-860.403,9511.8171,7423.0549,12065.5049,4077.859,5458.727,0.000,0.000,9376.549,0.000
14.402000,4004.653,-508.552,8713.7883,8509.6547,12179.6688,4036.815,5395.871,0.000,0.000,9376.506,0.000
14.442000,3996.843,-150.776,7773.1190,9511.8769,12284.0214,3999.686,5381.734,0.000,0.000,9376.464,0.000
14.482000,3961.516,210.315,6698.4663,10407.1082,12376.4838,3967.095,5418.991,0.000,0.000,9376.425,0.000
14.522000,3897.892,571.865,5502.9928,11173.4571,12455.0822,3939.618,5508.261,0.000,0.000,9376.386,0.000
14.562000,3805.574,930.831,4204.3845,11790.8606,12518.0367,3917.759,5648.008,0.000,0.000,9376.350,-0.000
14.602000,3684.604,1284.054,2824.5391,12242.2355,12563.8510,3901.936,5834.755,0.000,0.000,9376.315,0.000
14.642000,3535.494,1628.342,1388.9016,12514.5589,12591.3952,3892.456,6063.522,0.000,0.000,9376.281,0.000
14.682000,3359.233,1960.571,-74.5287,12599.7528,12599.9732,3889.509,6328.375,0.000,0.000,9376.250,0.000
14.722000,3157.275,2277.775,-1536.4442,12495.2577,12589.3656,3893.154,6622.955,0.000,0.000,9376.220,0.000
14.762000,2931.503,2577.242,-2967.6099,12204.2190,12559.8436,3903.317,6940.907,0.000,0.000,9376.192,0.000
14.802000,2684.160,2856.588,-4340.2373,11735.2580,12512.1517,3919.797,7276.196,0.000,0.000,9376.166,0.000
14.842000,2417.780,3113.816,-5629.2088,11101.8613,12447.4622,3942.273,7623.296,0.000,0.000,9376.141,0.000
14.882000,2135.094,3347.356,-6813.0388,10321.4703,12367.3056,3970.317,7977.294,0.000,0.000,9376.119,0.000
14.922000,1838.942,3556.071,-7874.5017,9414.3878,12273.4866,4003.417,8333.929,0.000,0.000,9376.098,0.000
14.962000,1532.184,3739.255,-8800.9071,8402.6258,12167.9943,4040.992,8689.575,0.000,0.000,9376.079,0.000
15.002000,1217.627,3896.598,-9584.0511,7308.8098,12052.9140,4082.413,9041.214,0.000,0.000,9376.063,0.000
15.042000,897.956,4028.153,-10219.9031,6155.2242,11930.3480,4127.026,9386.376,0.000,0.000,9376.048,0.000
15.082000,575.688,4134.276,-10708.1078,4963.0522,11802.3497,4174.165,9723.083,0.000,0.000,9376.035,0.000
15.122000,253.137,4215.578,-11051.3828,3751.8271,11670.8726,4223.172,10049.785,0.000,0.000,9376.024,0.000
15.162000,-67.605,4272.870,-11254.8808,2539.0900,11537.7346,4273.405,10365.297,0.000,0.000,9376.015,0.000
15.202000,-384.675,4307.106,-11325.5729,1340.2249,11404.5957,4324.250,10668.744,0.000,0.000,9376.008,0.000
15.242000,-696.439,4319.343,-11271.6898,168.4381,11272.9483,4375.129,10959.508,0.000,0.000,9376.004,0.000
15.282000,-1001.479,4310.695,-11102.2422,-965.1560,11144.1154,4425.500,11237.179,0.000,0.000,9376.001,0.000
15.322000,-1298.581,4282.301,-10826.6277,-2051.3784,11019.2569,4474.865,11501.512,0.000,0.000,9376.000,0.000
15.362000,-1586.713,4235.301,-10454.3241,-3082.7856,10899.3789,4522.768,11752.398,0.000,0.000,9376.001,0.000
15.402000,-1865.006,4170.808,-9994.6607,-4053.4519,10785.3472,4568.795,11989.827,0.000,0.000,9376.004,0.000
15.442000,-2132.737,4089.897,-9456.6577,-4958.7494,10677.9010,4612.573,12213.866,0.000,0.000,9376.010,0.000
15.482000,-2389.303,3993.594,-8848.9224,-5795.1373,10577.6672,4653.769,12424.635,0.000,0.000,9376.017,0.000
15.522000,-2634.205,3882.868,-8179.5904,-6559.9678,10485.1741,4692.089,12622.294,0.000,0.000,9376.026,0.000
15.562000,-2867.027,3758.624,-7456.3021,-7251.3125,10400.8641,4727.272,12807.025,0.000,0.000,9376.038,0.000
15.602000,-3087.422,3621.710,-6686.2063,-7867.8107,10325.1053,4759.092,12979.020,0.000,0.000,9376.051,0.000
15.642000,-3295.098,3472.908,-5875.9826,-8408.5390,10258.2016,4787.355,13138.474,0.000,0.000,9376.066,0.000
15.682000,-3489.800,3312.945,-5031.8785,-8872.9020,10200.4015,4811.893,13285.577,0.000,0.000,9376.083,0.000
15.722000,-3671.301,3142.492,-4159.7556,-9260.5407,10151.9053,4832.567,13420.506,0.000,0.000,9376.102,0.000
15.762000,-3839.390,2962.171,-3265.1421,-9571.2596,10112.8712,4849.265,13543.421,0.000,0.000,9376.123,0.000
15.802000,-3993.865,2772.559,-2353.2903,-9804.9678,10083.4205,4861.897,13654.461,0.000,0.000,9376.146,-0.000
15.842000,-4134.522,2574.198,-1429.2351,-9961.6343,10063.6411,4870.397,13753.739,0.000,0.000,9376.171,0.000
15.882000,-4261.150,2367.595,-497.8555,-10041.2557,10053.5902,4874.721,13841.343,0.000,0.000,9376.198,0.000
15.922000,-4373.524,2153.238,436.0645,-10043.8349,10053.2966,4874.848,13917.329,0.000,0.000,9376.226,0.000
15.962000,-4471.397,1931.597,1367.7735,-9969.3708,10062.7610,4870.776,13981.723,0.000,0.000,9376.256,0.000
16.002000,-4554.502,1703.135,2292.4911,-9817.8578,10081.9566,4862.526,14034.514,0.000,0.000,9376.288,0.000
16.042000,-4622.544,1468.317,3205.3459,-9589.2958,10110.8276,4850.141,14075.660,0.000,0.000,9376.322,-0.000
16.082000,-4675.197,1227.618,4101.3139,-9283.7103,10149.2883,4833.685,14105.078,0.000,0.000,9376.357,0.000
16.122000,-4712.105,981.533,4975.1577,-8901.1847,10197.2194,4813.247,14122.650,0.000,0.000,9376.394,0.000
16.162000,-4732.881,730.589,5821.3672,-8441.9036,10254.4650,4788.937,14128.216,0.000,0.000,9376.433,0.000
16.202000,-4737.104,475.353,6634.1022,-7906.2109,10320.8276,4760.895,14121.580,0.000,0.000,9376.473,0.000
16.242000,-4724.328,216.445,7407.1394,-7294.6819,10396.0617,4729.283,14102.503,0.000,0.000,9376.515,0.000
16.282000,-4694.076,-45.449,8133.8259,-6608.2138,10479.8670,4694.296,14070.708,0.000,0.000,9376.558,0.000
16.322000,-4645.856,-309.567,8807.0412,-5848.1333,10571.8796,4656.158,14025.875,0.000,0.000,9376.603,0.000
16.362000,-4579.160,-575.053,9419.1738,-5016.3264,10671.6618,4615.127,13967.652,0.000,0.000,9376.649,0.000
16.402000,-4493.481,-840.951,9962.1159,-4115.3884,10778.6908,4571.495,13895.647,0.000,0.000,9376.696,0.000
16.442000,-4388.319,-1106.188,10427.2855,-3148.7962,10892.3460,4525.594,13809.440,0.000,0.000,9376.744,-0.000
16.482000,-4263.207,-1369.560,10805.6822,-2121.1016,11011.8954,4477.792,13708.585,0.000,0.000,9376.794,-0.000
16.522000,-4117.721,-1629.728,11087.9881,-1038.1408,11136.4813,4428.503,13592.620,0.000,0.000,9376.845,0.000
16.562000,-3951.514,-1885.202,11264.7245,92.7459,11265.1063,4378.178,13461.074,0.000,0.000,9376.897,0.000
16.602000,-3764.338,-2134.342,11326.4760,1262.4946,11396.6202,4327.315,13313.485,0.000,0.000,9376.950,0.000
16.642000,-3556.082,-2375.357,11264.1923,2460.1178,11529.7098,4276.452,13149.412,0.000,0.000,9377.004,0.000
16.682000,-3326.804,-2606.309,11069.5757,3672.5427,11662.8931,4226.165,12968.461,0.000,0.000,9377.059,0.000
16.722000,-3076.771,-2825.131,10735.5557,4884.5211,11794.5200,4177.067,12770.304,0.000,0.000,9377.115,0.000
16.762000,-2806.501,-3029.648,10256.8434,6078.6416,11922.7816,4129.796,12554.707,0.000,0.000,9377.172,-0.000
16.802000,-2516.799,-3217.616,9630.5460,7235.4844,12045.7316,4085.013,12321.565,0.000,0.000,9377.229,-0.000
16.842000,-2208.791,-3386.764,8856.8041,8333.9523,12161.3215,4043.381,12070.932,0.000,0.000,9377.287,0.000
16.882000,-1883.952,-3534.857,7939.3993,9351.8056,12267.4500,4005.557,11803.052,0.000,0.000,9377.346,0.000
16.922000,-1544.118,-3659.760,6886.2608,10266.4097,12362.0288,3972.171,11518.399,0.000,0.000,9377.406,-0.000
16.962000,-1191.486,-3759.518,5709.7922,11055.6786,12443.0606,3943.807,11217.697,0.000,0.000,9377.466,0.000
17.002000,-828.594,-3832.433,4426.9393,11699.1648,12508.7269,3920.984,10901.946,0.000,0.000,9377.526,0.000
17.042000,-458.279,-3877.142,3058.9356,12179.2108,12557.4784,3904.133,10572.440,0.000,0.000,9377.587,0.000
17.082000,-83.614,-3892.685,1630.6966,12482.0499,12588.1190,3893.582,10230.761,0.000,0.000,9377.648,0.000
17.122000,292.165,-3878.554,169.8778,12598.7317,12599.8770,3889.542,9878.780,0.000,0.000,9377.709,0.000
17.162000,665.758,-3834.730,-1294.3371,12525.7548,12592.4517,3892.093,9518.630,0.000,0.000,9377.770,0.000
17.202000,1033.895,-3761.688,-2732.6039,12265.3199,12566.0334,3901.184,9152.682,0.000,0.000,9377.832,0.000
17.242000,1393.434,-3660.377,-4116.8029,11825.1700,12521.2904,3916.633,8783.505,0.000,-0.000,9377.894,0.000
17.282000,1741.450,-3532.180,-5421.2972,11218.0385,12459.3279,3938.140,8413.828,0.000,-0.000,9377.955,-0.000
17.322000,2075.309,-3378.851,-6623.9442,10460.7812,12381.6227,3965.292,8046.501,0.000,-0.000,9378.017,-0.000
17.362000,2392.717,-3202.442,-7706.7808,9573.3042,12289.9400,3997.591,7684.459,0.000,-0.000,9378.078,0.000
